리뷰,rep,index,Processing
예쁜 강물과 다리가 있는 뷰가 멋진 망원지구 배도 멋지고 ᆢ,0,137,"['예쁘다', '강물', '다리', '뷰', '멋지다', '망원', '지구', '배다', '멋지다', 'ᆢ']"
"1주차장 주변은 돗자리 펼곳이 없도 2,3주차장으로 오면 근처에 많이 있다.",0,138,"['주차장', '주변', '은', '돗자리', '펴다', '곳', '없다', '주차장', '오다', '근처', '많이']"
먼저 집과 가깝고 주로 강아지 산책을 하는 곳.,0,139,"['먼저', '집', '가깝다', '주로', '강아지', '산책', '하다', '곳']"
"석양이 아름답고 전망이 좋은 곳이며,
운동하기 딱 좋은 곳이죠!!!",1,139,"['석양', '아름답다', '전망', '좋다', '곳', '이며', '\r\n', '운동', '하다', '좋다', '곳', '죠', '!!!']"
처음왔어요!,0,140,"['처음', '오다']"
귀여운강아지들도볼수있고 한국에서 외국같은 여유로움느끼고갑니다,1,140,"['귀엽다', '강아지', '도', '보다', '한국', '외국', '여유', '로움', '느끼다', '가다']"
"젊고예쁜대학생들이 즐겁게이야기하는소리, 오랜만에만난동창들과 대화하는소리
그사이에서 즐거웠어요",2,140,"['젊다', '예쁘다', '대학생', '즐겁다', '이야기', '는', '소리', '오랜', '만', '에만', '난동', '창', '대화', '하다', '소리', '\r\n', '사이', '즐겁다']"
다음에또오려구요,3,140,['오다']
텐트나돗자리빌리는곳도많고 예약하는게꿀이득입니다,4,140,"['텐트', '돗자리', '빌리다', '곳도', '많다', '예약', '하다', '꿀', '이득', '이다']"
밤되면전구있는게 분위기쩔어요,5,140,"['밤', '되다', '분위기', '쩔어요']"
쓰레기는 꼭챙깁시다,6,140,"['쓰레기', '는', '꼭', '챙기다']"
가기전엔 갈생각 없는곳인데 가서는 계속 기억이 좋다.,0,141,"['가다', '갈다', '생각', '없다', '곳', '인데', '가다', '계속', '기억', '좋다']"
단지 흡연자인지라 흡연구역 찾아가는게 고역이긴하다.,1,141,"['흡연', '인지', '라', '흡연', '구역', '찾아가다', '고역', '이기다']"
흡연구역 방향 표지판이라도 좀 세워주면 좋겠다.,2,141,"['흡연', '구역', '방향', '표지판', '이라도', '세우다', '좋다']"
애완토끼가 망원 한강공원에 출몰!!,0,142,"['애완', '토끼', '망원', '한강', '공원', '출몰', '!!']"
안타까운건 누군가 유기한 토끼인듯...,1,142,"['안타깝다', '누군가', '유기한', '토끼다']"
사람 곁에 있지만 만질수 있도록 허락해주진 않는다!,2,142,"['사람', '곁', '만지다', '허락', '해주다', '않다']"
"성산대교뷰 야경 맛집
사람은 꽤 많아요",0,143,"['성산대교', '뷰', '야경', '맛집', '\r\n', '사람', '은', '꽤', '많다']"
근처에 스벅과 음식점들 좀 있어요,1,143,"['근처', '스벅', '음식점']"
심하지않을때 잠깐 갔엇는데 너무 좋았음,0,144,"['심하다', '않다', '가다', '엇', '늘다', '너무', '좋다']"
석양도 그렇고 물흘러가는 소리도 그렇고 언젠가 좋아지면 다시또 갈것..!,1,144,"['석양', '도', '그렇다', '물', '흘러가다', '소리', '도', '그렇다', '좋아지다', '다시', '갈다', '..!']"
"성산대교 아래에 있는 시민공원으로 한강이 바로 옆이라 강바람이 선선히 불어오고, 공원에 있는 GS25 편의점은 오가는 사람들에 쉼터입니다.",0,145,"['성산대교', '아래', '시', '민공', '원', '한강', '옆', '이라', '강바람', '선선히', '불어오다', '공원', 'GS', '25', '편의점', '은', '오가다', '사람', '쉬다', '터', '이다']"
"지금 이시간
벚꽃이 만개 운동 코스로는 최상
인듯 합니다",0,146,"['지금', '\r\n', '벚꽃', '만', '개', '운동', '코스', '로는', '최상', '\r\n', '이다', '하다']"
"한강을 정말 가까이서 즐길 수 있는 곳
망원에서 이촌까지 자전거로 달리면 참 좋음",0,147,"['한강', '정말', '가까이', '서', '즐기다', '수', '곳', '\r\n', '망원', '이촌', '자전거', '달리', '면', '차다', '좋다']"
지하철 지상구간 다닐때 간혹 한강에서 보트타는 분들이 계신데 다 여기에 차 대놓고 보트 즐기시는 거였음,1,147,"['지하철', '지상', '구간', '다니다', '간혹', '한강', '보트', '분', '계시다', '다', '차', '대놓고', '보트', '즐기다', '거', '이다']"
한강뷰 야경이 아주 멋진 곳이 있다 성산대교 조명이 너무 이쁘죠,0,148,"['한강', '뷰', '야경', '아주', '멋지다', '곳', '성산대교', '조명', '너무', '이쁘다']"
"경치도 좋고 산보하기 좋으나
자전거길 때문에 산보길이 좁아서 위험할때도 있어요",0,149,"['경치', '도', '좋다', '산보', '하다', '좋다', '\r\n', '자전거', '길', '때문', '산보', '길이', '좁다', '위험하다', '도']"
시원한 바람^ 억새의 흔들림~,0,150,"['시원하다', '바람', '억새', '흔들리다']"
걷기에 단연 최고 입니다.,1,150,"['걷기', '단연', '최고', '이다']"
강추,2,150,['강추']
가족 끼리 와서 놀기에 참 좋은 곳입니다 ^^,0,151,"['가족', '끼리', '오다', '놀다', '차다', '좋다', '곳', '이다', '^^']"
바로 앞에  먹을거 파는 편의점과 카페도 있어서 참 좋아요,1,151,"['앞', '먹다', '팔다', '편의점', '카페', '도', '차다', '좋다']"
자전거도로는 괜찮았는데 한강변에 앉을데도 없고 사람은 많고 물에서 비릿한 냄새도 남,0,152,"['자전거', '도로', '는', '괜찮다', '한', '강변', '앉다', '없다', '사람', '은', '많다', '물', '비릿', '한', '냄새', '도', '남']"
한강을 바라보며 노을도 보는 날엔  낭만의 추억에 퐁당합니다,0,153,"['한강', '바라보다', '노을', '도', '보다', '날', '엔', '낭만', '추억', '퐁당', '하다']"
화장실항상 깨끗하게 잘유지하는것같아 사용함에 좋습니다,1,153,"['화장실', '항상', '깨끗하다', '자다', '유지', '하다', '사용', '함', '좋다']"
"편의점과 화장실이 인근에 위치해 편리하기는 하나,많은 사람들이 이용하다보니 화장실 위생상태는 불량임",0,154,"['편의점', '화장실', '인근', '위치', '하다', '편리하다', '많다', '사람', '이용', '하다', '보다', '화장실', '위생', '상태', '는', '불량', '임']"
가족끼리 산책하고 간식 먹기 좋아요~,0,155,"['가족', '끼리', '산책', '하고', '간식', '먹기', '좋다']"
"날씨도 무척좋고 사람들도 많고
산책하기 너무 좋습니다",0,156,"['날씨', '도', '무척', '좋다', '사람', '도', '많다', '\r\n', '산책', '하다', '너무', '좋다']"
미세먼지 없는 좋은날에는 망원한강공원을 추천합니다!,0,157,"['미세먼지', '없다', '좋다', '날', '에는', '망원', '한강', '공원', '추천', '하다']"
"자전거(따릉이)대여소도 근처에 많이 있어서 라이딩 즐기기에도 좋고, 반려견들도 주인이랑 많이 보입니다.",1,157,"['자전거', '따릉', '대여', '소도', '근처', '많이', '라이딩', '즐', '기기', '에도', '좋다', '반려견', '도', '주인', '이랑', '많이', '보이다']"
근처 망원시장 맛집에서 식사후에 한강공원 산책하세요~,2,157,"['근처', '망원', '시장', '맛집', '식사', '후', '한강', '공원', '산책', '하다']"
너무 좋아요!,3,157,"['너무', '좋다']"
작년에 리모델링하고 깨끗해서 너무 좋아요..,0,158,"['작년', '리', '모델링', '하고', '깨끗하다', '너무', '좋다', '..']"
오래배보면서 먹는 한강라면 최고입니다,1,158,"['오래', '배', '보다', '먹다', '한강', '라면', '최고', '이다']"
"성산대교, 여의도 방향 등 야경 최고입니다.",0,159,"['성산대교', '여의도', '방향', '야경', '최고', '이다']"
데이트하기도 좋고!,0,160,"['데이트', '하다', '좋다']"
운동하기도 조아요!,1,160,"['운동', '하다', '좋다']"
노을도 넘 이쁨,2,160,"['노을', '도', '넘다', '이쁘다']"
한강이 정말 좋다 야경이며 시설이며 놀공간으로도 만족 다만 보행자인도가 좁다,0,161,"['한강', '정말', '좋다', '야경', '이며', '시설', '이며', '놀', '공간', '으로도', '만족', '보행자', '인도', '좁다']"
걷기 좋은 곳~,0,162,"['걷기', '좋다', '곳']"
더운 저녁에 산책하기 너무 좋은 곳입니다.,0,163,"['덥다', '저녁', '산책', '하다', '너무', '좋다', '곳', '이다']"
그래서 주말엔 사람이 너무너무 많아요ㅎㅎㅎ,1,163,"['주말', '엔', '사람', '너무', '너무', '많다', 'ㅎㅎㅎ']"
사람이 많은게 싫으시면 참고하셔서 방문하셔야 할 것 같습니다.,2,163,"['사람', '많다', '싫다', '참고', '하다', '방문', '하다', '하다']"
30도가 넘는 날은 저녁이 되어도 후덥지근하기도 합니다~,3,163,"['30', '도', '넘다', '날', '은', '저녁', '되어다', '후', '덥다', '지근', '기도', '하다']"
봄부터 가을까지 망원주민의 저녁시간을 책임지는 한강공원.,0,164,"['봄', '가을', '망원', '주민', '저녁', '책임지다', '한강', '공원']"
"물위에 떠있는 스타벅스와 편의점 즉석라면, 태양전기 오리배까지 즐길거리가 많아졌습니다.",1,164,"['물위', '뜨다', '스타벅스', '편의점', '즉석', '라면', '태양', '전기', '오리', '배', '즐기다', '거리', '많아지다']"
20대 많은 젊고 활기찬 느낌의 한강 공원,0,165,"['20', '대다', '많다', '젊다', '활기차다', '느낌', '한강', '공원']"
자전거를 타고 밤에 가보니 성산대교가불이 켜져있어 물에 비춰진 모습이 너무 예뻤어요^^,0,166,"['자전거', '타고', '밤', '가보다', '성산대교', '가불', '켜다', '물', '비추다', '모습', '너무', '예쁘다', '^^']"
"많은 사람들이 즐기고
해넘이와 노을이 예쁘네요",0,167,"['많다', '사람', '즐기다', '\r\n', '해넘이', '노을', '예쁘다']"
시원한 강바람속.,0,168,"['시원하다', '강바람', '속']"
뻥뚤린 가슴을.,1,168,"['뻥뚤리다', '가슴']"
느낄려면.,2,168,['느끼다']
망원 한강공원으로....  시원합니다.,3,168,"['망원', '한강', '공원', '....', '시원하다']"
평일에는 아주 한산한데 일요일 갔더니 발 디딜 틈이 없다.,0,169,"['평일', '에는', '아주', '한산하다', '일요일', '가다', '발', '디디다', '틈', '없다']"
그래도 넓직하니 좋다.,1,169,"['넓다', '직하다', '좋다']"
일요일 10시면 한산한데 9시 전에는 버글거린다.,2,169,"['일요일', '10시', '면', '한산하다', '9시', '전', '에는', '버글거', '린다']"
가족끼리 텐트 치고 한강바람 맞기.참 좋음,0,170,"['가족', '끼리', '텐트', '치고', '한', '강바람', '맞다', '차다', '좋다']"
"공중화장실, 놀이터, 편의점 근처에 있어서 크게 불편한거 없음",1,170,"['공중화장실', '놀이터', '편의점', '근처', '크게', '불편하다', '없다']"
공기도 좋고 산책하기 종은곳임니다.,0,171,"['공기', '도', '좋다', '산책', '하다', '종은', '곳', '이다']"
뚝섬이나 여의도 처럼 사람들이 많이 붐비지 않은 곳이였어요.,0,172,"['뚝섬', '이나', '여의도', '처럼', '사람', '많이', '붐비다', '않다', '곳', '이다']"
"한강쪽으로 들어가기 전 주변 근처에는 치킨집이 많았고, 강 주변으로는 편의점 하나가 있었습니다.",1,172,"['한강', '쪽', '들어가다', '전', '주변', '근처', '에는', '치킨', '집', '많다', '강', '주변', '으로는', '편의점']"
간단히 맥주 한잔 하기에 좋은곳!😊…,2,172,"['간단하다', '맥주', '한잔', '하다', '좋다', '곳', '😊']"
편의점에서 먹을거 사서 앉아쉬기 좋은곳 11시 좀 넘으니 다리 조명이 꺼져서 아쉬웠다,0,173,"['편의점', '먹다', '사서', '앉다', '쉬다', '좋다', '곳', '11시', '넘다', '다리', '조명', '꺼지다', '아쉽다']"
노을 지는걸 보니 마음이 따뜻해지는 하루였네요~,0,174,"['노을', '지', '는걸', '보다', '마음', '따뜻하다', '하루', '이다']"
산책하기 좋고 다리에 불들어오면 분위기도 좋음,0,175,"['산책', '하다', '좋다', '다리', '불', '들어오다', '분위기', '도', '좋다']"
봄 여름 가울 겨울 색다른 풍경맛집.,0,176,"['봄', '여름', '가울', '겨울', '색다르다', '풍경', '맛집']"
가족 연인 친구들의 쉼터,1,176,"['가족', '연인', '친구', '쉬다', '터']"
망원지구에 큰금계국 군이 조성되어 있네요.,0,177,"['망원', '지구', '크다', '금계', '국', '군', '조성', '되어다']"
좋습니다.,1,177,['좋다']
지금은 거의 시들었지만 내년10월에 다시볼수 있기를 기대하며..,2,177,"['지금', '은', '시들다', '내년', '10월', '다시', '보다', '기대하다', '..']"
항상 예쁜풍경을 볼 수 있는 곳.,0,178,"['항상', '예쁘다', '풍경', '볼', '수', '곳']"
자전거타고 와서 잠시 앉아서 멍때리다가 가기 매우 좋음.,1,178,"['자전거', '타고', '오다', '앉다', '멍', '때리다', '가기', '매우', '좋다']"
"주말에 사람이 많지만, 국회의사당쪽으로 좀 더 가면 한적한 곳도 있음.",2,178,"['주말', '사람', '많다', '국회의사당', '쪽', '더', '가면', '한적하다', '곳도']"
아이들이 즐길수있는 놀이공간이랑 있어서 좋아요.,0,179,"['즐기다', '놀이', '공간', '이랑', '좋다']"
날씨가 더워 지는데 그늘이 부족해서 조금 아쉬우나 해가지는 시간대의 야외활동 장소로는 으뜸.,0,180,"['날씨', '덥다', '지다', '그늘', '부족하다', '아쉽다', '하다', '시간대', '야외', '활동', '장소', '로는', '으뜸']"
요즘(3월) 디져요~,0,181,"['요즘', '3월', '디지다']"
사람 겁나 많다~~~,1,181,"['사람', '겁나다', '많다', '~~~']"
고즈넉한 한강을 바라보면서 연인이던 친구들간이던 이야기하기에 너무 좋은 이 곳.,0,182,"['고', '즈', '넉', '한', '한강', '바라보다', '연인', '이던', '친구', '간', '이던', '이야기', '하다', '너무', '좋다', '곳']"
참좋습니다,0,183,"['차다', '좋다']"
"운동기구까지 잇서서
개가많고 개똥이 가끔잇서 싫습니다",1,183,"['운동', '기구', '잇다', '서서', '\r\n', '개', '많다', '개똥이', '가끔', '잇다', '싫다']"
개출입금지가 안될까요,2,183,"['개', '출입', '금지', '안되다', '요']"
예쁜 성산대교가 있는 한강공원입니다.,0,184,"['예쁘다', '성산대교', '한강', '공원', '이다']"
"정비도 잘 되어있어 피크닉하기에도 좋고
여름에는 열대야를 이기러 오기에도 좋은 곳입니다.",1,184,"['정비', '도', '자다', '되어다', '피크닉', '하다', '좋다', '\r\n', '여름', '에는', '열대야', '이기다', '오기', '에도', '좋다', '곳', '이다']"
화장실화장실은 무료이고 깨끗합니다.,2,184,"['화장실', '화장실', '은', '무료', '이고', '깨끗하다']"
피크닉 구역잔디밭처럼 있는데 여러사람이 돗자리(편의점에서 대여가능)를 펴고 피크닉을 합니다.,3,184,"['피크닉', '구역', '잔디밭', '처럼', '여러', '사람', '돗자리', '편의점', '대여', '가능', '펴다', '피크닉', '하다']"
엔데믹 + 날씨 덕분인지 엄청 많은 사람들이 있었어요.,0,185,"['엔데믹', '날씨', '덕분', '인지', '엄청', '많다', '사람']"
오후 늦게 돗자리 챙겨가서 치맥했는데 너무 좋았어요,1,185,"['오후', '늦다', '돗자리', '챙기다', '치맥', '하다', '너무', '좋다']"
우리 동네가 자랑스럽게 느껴지게 만드는 곳 중 하나이지요.,0,186,"['동네', '자랑', '스럽게', '느껴지다', '만들다', '곳', '중', '이지', '요']"
한강 강바랑 여유와 레져를 다 느낄 수 있는 망원한강 공원입니다,1,186,"['한강', '강', '바랑', '여유', '레져', '다', '느끼다', '수', '망원', '한강', '공원', '이다']"
"깔끔하고 좋아묘
스벅,서브웨이,편의점 있어요",0,187,"['깔끔하다', '좋다', '묘', '\r\n', '스벅', '서브웨이', '편의점']"
일도안하는청년들많아요~ㅎㅎ,0,188,"['도안', '는', '청년', '많다', 'ㅎㅎ']"
남 녀,1,188,"['남', '녀']"
"가릴꺼없이
이상한 복장을넘어 피해끼치는행동들이나
생각은하는지 한심한행동들이나 남헌담
ㅎㅎ 자기생각은안하고",2,188,"['가리다', '없이', '\r\n', '이상하다', '복장', '넘다', '피해', '끼치다', '행동', '이나', '\r\n', '생각', '은', '하다', '한심하다', '행동', '이나', '남', '허다', '\r\n', 'ㅎㅎ', '생각', '은', '안', '하고']"
강을 바라보고 랜드마크인 서울함좌측으로 양화대교 우측은 성산대교인데 성산대교의 야경은 황홀하고 좋은사람과 맥주를 곁들인다면 금상첨화.,0,189,"['강', '바라보다', '랜드마크', '인', '서', '울', '함', '좌측', '양화대교', '우측', '은', '성산대교', '인데', '성산대교', '야경', '은', '황홀하다', '좋다', '사람과', '맥주', '곁들이다', '금상첨화']"
5월에도 저녁엔 강가라 바람이 매서우니 겉옷을 구비하여 가시기를🤗…,1,189,"['5월', '에도', '저녁', '엔', '강가', '라', '바람', '서우', '니', '겉옷', '구비', '하다', '가시', '기르다', '🤗']"
경치좋고 산책하기 좋아요.,0,190,"['경치', '좋다', '산책', '하다', '좋다']"
오랜만에 오니 스벅 서브웨이가 있다.,0,191,"['오랜', '만', '오니', '스벅', '서브웨이']"
15년전부터 오던곳인데 조금씩 더 개선되고 있다.,1,191,"['15년', '전부터', '오다', '곳', '인데', '조금씩', '더', '개선', '되다']"
오랫만에 왔는데 못보던 건물이 생겼네요~,0,192,"['오랫', '만', '오다', '못', '보다', '건물', '생기다']"
"쉴수있는 공간이 많아서 좋고, 성산대교 노을 좋아요.",0,193,"['쉬다', '공간', '많다', '좋다', '성산대교', '노을', '좋다']"
역시 한강라면 최고에요,1,193,"['역시', '한강', '라면', '최고', '에요']"
성산대교 야경 찍으러 자주가는곳..강추,0,194,"['성산대교', '야경', '찍다', '자주', '가다', '곳', '..', '강추']"
전동오리배 너무 재미있어요~,0,195,"['전', '동', '오리', '배', '너무', '재미있다']"
다리도 안아퍼요~!!!,1,195,"['다리', '도', '안다', '~!!!']"
야간에 넘쉬원하고 좋은공원입니다,0,196,"['야간', '넘다', '쉬', '원', '하고', '좋다', '공원', '이다']"
날씨 좋은날응 좋네요.,0,197,"['날씨', '좋다', '날응', '좋다']"
대신 인산인해,1,197,"['대신', '인산인해']"
"기족단위 접근성이 좋고 가벼운 산책과 운둥,데이트하기 좋음",0,198,"['기', '족', '단위', '접근성', '좋다', '가볍다', '산책', '운둥', '데이트', '하다', '좋다']"
화장실도 깨끗하고 쾌적합니당,0,199,"['화장실', '도', '깨끗하다', '쾌적하다']"
"그늘도 적당히있고
텐트는 저녁7시까지 이용가능해요!",1,199,"['그늘', '도', '적당하다', '\r\n', '텐트', '는', '저녁', '7시', '이용', '가능하다']"
밤이 더 멋집니다.,0,200,"['밤', '더', '멋지다']"
요즘같은 여름에는 활기가 느껴집니다,1,200,"['요즘', '여름', '에는', '활기', '느껴지다']"
지금 당장 가세요,0,201,"['지금', '가세', '요']"
바람좋고 날씨좋을때!,1,201,"['바람', '좋다', '날씨', '좋다']"
편안하게 한강을 바라볼수있는 최고의 장소입니다,0,202,"['편안하다', '한강', '바라보다', '최고', '장소', '이다']"
밤에 산책하기 딱좋음.,0,203,"['밤', '산책', '하다', '딱좋다']"
중간중간 쉴 공간도 많음반려견 동반 환경자전거 반댓길로 가면 안전하고 흙길걸을수 있음!,1,203,"['중간', '중간', '쉬다', '공간', '도', '많다', '반려견', '동반', '환경', '자전거', '반', '댓', '길', '가면', '안전하다', '흙길', '걸다']"
"스벅에서 커피 한 잔
편의점에서 사발면
구스아일랜드에서 맥주 한잔
그 어떤 선택도 맘에 들어요",0,204,"['스벅', '커피', '하다', '잔', '\r\n', '편의점', '사발면', '\r\n', '스', '아일랜드', '맥주', '한잔', '\r\n', '어떻다', '선택', '도', '맘', '들다']"
하루 차안과 돗자리 깔고 피자 시켜먹고 휴식시간 가져보는것도 주차요금 그다지 비싸지 않아요,0,205,"['하루', '차안', '돗자리', '깔다', '피자', '먹다', '휴식시간', '가다', '보다', '주차', '요금', '그다지', '비싸다', '않다']"
"군함도 구경할수있는 한강망원공원
가족놀이 환경도 좋은곳 야경이 멋집니다",0,206,"['군함도', '구경', '하다', '한강', '망원', '공원', '\r\n', '가족', '놀이', '환경', '도', '좋다', '곳', '야경', '멋지다']"
날씨는 흐릿 했지만 좋았어요,0,207,"['날씨', '는', '흐릿', '하다', '좋다']"
자동차로 집에 가던 중 소변이 급하여 공중화장실을 이용하려고 공원주차장에 차 대고 일 보고 나오니 1000원 결제해야했음.,0,208,"['자동차', '집', '가다', '중', '소변', '급하다', '공중화장실', '이용', '하다', '공', '원', '주차장', '차', '대고', '보고', '나오니', '1000원', '결제', '하다', '하다']"
밤 10시 가까이 됐길래 무료일줄 알았음.,1,208,"['밤', '10시', '가까이', '돼다', '무료', '이다', '알다']"
주차시간이 14분이더만..... ㅠㅠ,2,208,"['주차', '14분', '이더만', '.....', 'ㅠㅠ']"
아이와 애기엄마가 가자구해서 망원동 갔다,0,209,"['애기', '엄마', '가다', '구해', '서', '망원동', '가다']"
한강공원과 망원사장 다녀왔습니다,1,209,"['한강', '공원', '망원', '사장', '다녀오다']"
주차장 너무 좁아요,0,210,"['주차장', '너무', '좁다']"
"(통로가)
공원 좋아요",1,210,"['통로', '\r\n', '공원', '좋다']"
"11시쯤 도착했는데 사람이별로 없었으나
2시되니 바글바글~~~
아이와 놀기좋아요",0,211,"['11시', '쯤', '도착', '하다', '사람', '이별', '없다', '\r\n', '2시', '되니', '바글바글', '~~~', '\r\n', '놀다', '좋다']"
근데 비둘기가 좀 날라다님,1,211,"['근데', '비둘기', '나르다', '다니다']"
저녁에 가족 혹은 지인들과 잠시다녀오기 좋은곳 ^^,0,212,"['저녁', '가족', '지인', '다녀오다', '좋다', '곳', '^^']"
반포등에 비추어 공사중이라 그런지 앉아있을공간등이부족,0,213,"['반포', '비추다', '공사', '중', '이라', '그렇다', '앉다', '공간', '부족']"
가까이서 한강의 강물을 바라볼 수 있다는게 정말 큰 장점이죠,0,214,"['가까이', '서', '한강', '강물', '바라보다', '수', '정말', '크다', '장점', '죠']"
현재날씨는좋은데,0,215,"['현재', '날씨', '는', '좋다']"
"산책을 할 수 있고, 자전거를 타고 한강을 볼 수 있어요",0,216,"['산책', '하다', '수', '자전거', '타고', '한강', '볼', '수']"
아이들 데리고 바람쐬러 다녀왔네요~,0,217,"['데리', '고', '바람', '쐬다', '다녀오다']"
좋았어요..,1,217,"['좋다', '..']"
사람들이 많고 주차공간이 많음에도 부족한것같아요,0,218,"['사람', '많다', '주차공간', '많다', '부족하다']"
날씨가 깨끗한 날에 와서 좋아요 ㅎㅎ,0,219,"['날씨', '깨끗하다', '날', '오다', '좋다', 'ㅎㅎ']"
미세먼지 때문에 여기에 오는 것도 제약이 있네요 ㅜ.ㅜ,1,219,"['미세먼지', '때문', '오다', '도', '제약', 'ㅜ', 'ㅜ']"
"월드컵공원,하늘공원,코스로 걷기 좋아요.",0,220,"['월드컵', '공원', '하늘', '공원', '코스', '걷기', '좋다']"
산책하기 좋은 것이에요,0,221,"['산책', '하다', '좋다', '이에요']"
"늦은밤 가볍게 바람쐬고 야식도 먹고, 물멍 하기좋은👍…",0,222,"['늦다', '밤', '가볍다', '바람', '쐬다', '야식', '도', '먹다', '물멍', '하다', '좋다', '👍']"
휴식하는  사람도 많고  스타벅스 도좋아요,0,223,"['휴식', '하다', '사람', '도', '많다', '스타벅스', '도', '좋다']"
날씨 선선해져 다녀왔습니다.,0,224,"['날씨', '선선해지다', '다녀오다']"
참 걷기 좋아요,1,224,"['차다', '걷기', '좋다']"
다만 길이 좀 좁아서 아쉬운 부분이 있습니다.,2,224,"['길이', '좁다', '아쉽다', '부분']"
자전거타고 편하게  가서 한강보고 야경 보기에 좋아요!,0,225,"['자전거', '타고', '편하다', '가다', '한강', '보고', '야경', '보기', '좋다']"
야식으로 편의점 라면 최고!!!,0,226,"['야식', '편의점', '라면', '최고', '!!!']"
요즘 날씨는 그렇게 춥지않아서 더 좋은듯!!,1,226,"['요즘', '날씨', '는', '그렇게', '추다', '않다', '더', '좋다', '듯', '!!']"
오랜만에 갔는데 한경 경치보기 좋아요,0,227,"['오랜', '만', '가다', '한경', '경치', '보기', '좋다']"
늘 즐거운곳 놀이터가 좋아요~,0,228,"['늘', '즐겁다', '곳', '놀이터', '좋다']"
아이들과 가기에 정말 좋은 장소입니다~!,0,229,"['가기', '정말', '좋다', '장소', '이다', '~!']"
근처에 있는 편의점 사장님이 정말 친절하세요,0,230,"['근처', '편의점', '사장', '님', '정말', '친절하다']"
덕분에 기분좋은 추억 안고 갑니다!,1,230,"['덕분', '기분', '좋다', '추억', '안고', '가다']"
공용화장실에도 화장지가 다 비치되어 있었어요,2,230,"['공용', '화장실', '에도', '화장지', '다', '비치', '되어다']"
장점: 한강은 서울의 좋은 관광 자원이에요,0,231,"['장점', ':', '한강', '은', '서울', '좋다', '관광', '자원', '이에요']"
단점: 디자인 서울 정책이 좋았어요,1,231,"['단점', ':', '디자인', '서울', '정책', '좋다']"
해질녘에 가면 넘 이뻐요..,0,232,"['해질녘', '가면', '넘다', '이쁘다', '..']"
강바람 좋음.,0,233,"['강바람', '좋다']"
걷기운동 좋고 자전거타기좋음,1,233,"['걷기', '운동', '좋다', '자전거타기', '좋다']"
근처 망원시장에서 맛있는 음식들 포장해 와서 시간 보내면 너무좋아요,0,234,"['근처', '망원', '시장', '맛있다', '음식', '포장', '하다', '오다', '보내다', '너무', '좋다']"
주변에 예쁜 음식점들도 정말많고 낭만적인곳임♡,1,234,"['주변', '예쁘다', '음식점', '도', '정말', '많다', '낭만', '적', '인', '곳임', '♡']"
여름에는 더위를 피해 나온 분들로 인산인해를 이룬다.,0,235,"['여름', '에는', '더위', '피해', '나오다', '분', '인산인해', '이루다']"
서울의 명소중하나.,1,235,"['서울', '명소', '중']"
성산대교 공사도 끝나고 깨끗해요,0,236,"['성산대교', '공사', '도', '끝나다', '깨끗하다']"
그리고 스벅이 대교아래옆에 생김,1,236,"['스벅', '대교', '아래', '옆', '생기다']"
한강북서쪽 위치한 망원한강공원은 가족단위 친구또는 연인들이 데이트 즐기기에는 더할나위없는 멋진장소로 한강뷰와 주변 먹거리또한 최척한된 공원입니다,0,237,"['한강', '북서쪽', '위치', '한', '망원', '한강', '공원', '은', '가족', '단위', '친구', '또는', '연인', '데이트', '즐', '기기', '에는', '더하다', '나위', '없다', '멋지다', '장소', '한강', '뷰', '주변', '먹거리', '최척', '한', '되다', '공원', '이다']"
사계절 편안한 마음으로찾고싶은곳,0,238,"['사계절', '편안하다', '마음', '찾다', '곳']"
바람도 사원하도 야경 좋네요.,0,239,"['바람', '도', '사원', '하다', '야경', '좋다']"
넓은 잔디밭에 돗자리 깔고 놀기 좋아요,0,240,"['넓다', '잔디밭', '돗자리', '깔다', '놀다', '좋다']"
자전거 타기도 좋고 한강 바람 쏘이기도 좋은 곳,0,241,"['자전거', '타', '기도', '좋다', '한강', '바람', '쏘다', '좋다', '곳']"
조명켜지면 다리가 예뻐요,0,242,"['조명', '켜다', '다리', '예쁘다']"
사람이 많아 북적대지만  편의점도 잇고 좋아요,1,242,"['사람', '많다', '북적', '대', '편의점', '도', '잇다', '좋다']"
"한강이 조음
카페 앉아 강을 볼수 잇는게 조음요^",0,243,"['한강', '조음', '\r\n', '카페', '앉다', '강', '보다', '잇다', '조음', '요']"
좋다.,0,244,['좋다']
2층 치킨집 맛있음,1,244,"['층', '치킨', '집', '맛있다']"
저녁에 성산대교 뷰가 최고!,0,245,"['저녁', '성산대교', '뷰', '최고']"
폭신한 잔디밭과 귀여운 애완동물들도 볼 수 있어~~~,1,245,"['폭', '신한', '잔디밭', '귀엽다', '애완동물', '도', '볼', '수', '~~~']"
"피크닉 즐기기 좋은곳
날씨가 좋아 사람이 많아서 주차하기 힘들었지만 소박한 피크닉 즐기기 좋았음",0,246,"['피크닉', '즐기다', '좋다', '곳', '\r\n', '날씨', '좋다', '사람', '많다', '주차', '하다', '힘들다', '소박하다', '피크닉', '즐기다', '좋다']"
집 근처에 이런 곳이 있다는 건 너무 행복한 일이다.,0,247,"['집', '근처', '이렇다', '곳', '건', '너무', '행복하다', '일이', '다']"
"저녁에 산책으로도,  커피 한잔 하기도, 치맥이나 피맥하기도 좋다.",1,247,"['저녁', '산책', '으로도', '커피', '한잔', '하다', '치맥', '이나', '피맥', '기도', '좋다']"
