리뷰,rep,index,Processing,평가
여의도에 비해 사람도 적고 산책이나 피크닉하기 좋은 곳.,0,187,"['여의도', '비다', '사람', '도', '적다', '산책', '이나', '피크닉', '하다', '좋다', '곳']",긍정
한강의 좋은환경 조성을위하여 최선을 다 하시는 관계자 모든 분들의 노고에 박수를 보내드립니다.,0,188,"['한강', '좋다', '환경', '조성', '위', '최선', '다', '하다', '관계자', '모든', '분', '노고', '박수', '보내다', '드리다']",긍정
"거의 매일 운동과 산책을 위하여 방문하면서 '참으로,우리의 한강은 어디에도 비교가 안되는 명소중의 명소로구나!'",1,188,"['매일', '운동', '산책', '위', '하다', '방문', '하다', '참으로', '한강', '은', '에도', '비교', '안되다', '명소', '중', '명소', '로구나', ""!'""]",긍정
늘 이런 생각이 가슴에 와 닿지요.,2,188,"['늘', '이렇다', '생각', '가슴', '오다', '닿다']",부정
"다만,아쉬운 점이 있다면,우리 모두가 선조들로부터 잘 받아서 이런 좋은 강을 주변이나 고부지의 어떤 곳도 깨끗하고 정리된 가운데서 잘 이용해야 되는데 일하시는 분들의 노고에 보답을 해드리지 못하고 눈살을 찌푸리게 하는 시민이 종종 눈에 띄어 아래와 같은 점들을 홍보하시어 더욱 빛나는 한강이 되었으면 하는 바램에서 글을 감히 올립니다.",3,188,"['아쉽다', '점', '선조', '자다', '받다', '이렇다', '좋다', '강', '주변', '이나', '고', '부지', '어떻다', '곳도', '깨끗하다', '정리', '되다', '가운데', '서', '자다', '이용', '하다', '되다', '하다', '분', '노고', '보답', '해드리다', '못', '하고', '눈살', '찌푸리다', '하다', '시민', '종종', '눈', '띄다', '아래', '점', '홍보', '하다', '더욱', '빛나다', '한강', '되어다', '하다', '바램', '글', '감히', '올리다']",긍정
늘 수고하시는 모든 분들의 건강과 행운을 기원드립니다. (아래),4,188,"['늘', '수고', '하다', '모든', '분', '건강', '행운', '기원', '드리다', '아래']",긍정
1.화장실 사용은 깨끗하게(비장애인이 자애인용 화장실 사용하지 않기)2.세면대에 신을 올려서 씻지 않기3.애완동물의 대변은 반드시 준비해온 것으로 치워 가져가기4.자전거는 경기장이 아니므로 적당한 속도로 달려서 사고가 나거나 보행하는 사람들에게 위협이 되지않게 하기,5,188,"['화장실', '사용', '은', '깨끗하다', '비장', '애인', '자애', '인용', '화장실', '사용', '하다', '않다', '세면대', '신', '올리다', '씻다', '않다', '애완동물', '대변', '은', '준비', '해오다', '치우다', '가져가다', '자전거', '는', '경기장', '아니다', '적당하다', '속도', '달다', '사고', '나다', '보행', '하다', '사람', '위협', '되다', '않다', '하다']",긍정
서울시민이 살아가는 이유,0,189,"['서', '울', '시민', '살아가다', '이유']",긍정
한두시간 보내기도 좋고 정원도 꾸며놨네요.,0,190,"['한두', '보내다', '좋다', '정원', '도', '꾸미다']",긍정
튤립이 이쁘게 폈고 아직 꽃 종류가 많지는 않은데 계속 관리하는것같더라구요.,1,190,"['튤립', '이쁘다', '피다', '아직', '꽃', '종류', '많다', '않다', '계속', '관리', '하다']",긍정
사람도 많고~라이더도 많고~ 주차는 뺑뺑이 좀 돌아야합니다~,2,190,"['사람', '도', '많다', '라이더', '도', '많다', '주차', '는', '뺑뺑', '돌다', '야하다']",긍정
자전거 도로가 잘 조성되어 있어서 라이더 하기에 매우 좋음,0,191,"['자전거', '도로', '자다', '조성', '되어다', '라이더', '하다', '매우', '좋다']",긍정
산책하기에 좋습니다,0,192,"['산책', '하다', '좋다']",긍정
양호했던거 같다,0,193,"['양호', '하다']",긍정
사람이 너무많다,1,193,"['사람', '너무', '많다']",부정
"티몬으로
사야한다",2,193,"['티몬', '\r\n', '사다', '하다']",긍정
만약 정가로 사면 후회할것이다,3,193,"['정가', '사면', '후회', '하다']",부정
시원한 강바람에 해가지는 석양을 바라볼수있는 아름다운곳이다.,0,194,"['시원하다', '강바람', '하다', '석양', '바라보다', '아름답다', '곳', '이다']",긍정
아름다운 경치와 시원한 풍경이 있는 곳,0,195,"['아름답다', '경치', '시원하다', '풍경', '곳']",긍정
"자전거 타고 잠수교 건너면 금방 가는 잠실 한강 공원
여기저기서 신기한 거 많이 타고 다니기도 하고
돗자리 피고 즐겁게 노는 사람들 정말 많음
인싸",0,196,"['자전거', '타고', '잠수교', '건너다', '금방', '가다', '잠실', '한강', '공원', '\r\n', '여기저기', '서', '신기하다', '거', '많이', '타고', '다니다', '기도', '하다', '\r\n', '돗자리', '피고', '즐겁다', '노', '는', '사람', '정말', '많다', '\r\n', '인', '싸다']",긍정
천국,1,196,['천국'],긍정
한강공원이면 누구나 좋아하는 곳입니다.,0,197,"['한강', '공원', '면', '좋아하다', '곳', '이다']",긍정
다만 자전거로 자전거 길을 다녀보시면 한강의 이곳 저곳을 구경하면서 여유있게 드라이브가 가능해요.,1,197,"['자전거', '자전거', '길', '다니다', '보시', '면', '한강', '곳', '곳', '구경', '하다', '여유', '드라이브', '가능하다']",긍정
전기자전거로 힘들이지 말고 한강공원의 동쪽 또는 서쪽 말리까지 가보세요.,2,197,"['전기자전거', '힘들다', '말고', '한강', '공원', '동쪽', '또는', '서쪽', '말리', '가보다']",부정
색다른 재미가 있어요,3,197,"['색다르다', '재미']",긍정
오랜만에 가족이랑 한강 나들이.,0,198,"['오랜', '만', '가족', '이랑', '한강', '나들이']",긍정
라면이 너무 맛나네요.,1,198,"['라면', '너무', '맛', '나다']",부정
가을날 맑은 공기와함께 가족 나들이하기 최고에요~,0,199,"['가을', '날', '맑은', '공기', '가족', '나들이', '하다', '최고', '에요']",긍정
날이 선선해져서 사람들이 많아졌다.,0,200,"['날', '선선해지다', '사람', '많아지다']",긍정
GS편의점 맥주는 낱개판매만.,1,200,"['GS', '편의점', '맥주', '는', '낱개', '판매', '만']",긍정
"한맥과 카스 500이 3000원, 그 외 다른 맥주 3800원, 4500원, 5000원.",2,200,"['한', '맥', '카스', '500', '3000원', '외', '맥주', '3800원', '4500원', '5000원']",부정
비싸다.,3,200,['비싸다'],부정
거기에 회전률이 빠른 건지 생각보다 차갑지 않다.,4,200,"['거기', '회전', '률', '빠르다', '건지다', '생각', '보다', '차갑다', '않다']",긍정
미성년자 음주구매는 안될거다.,5,200,"['미성년', '음주', '구매', '는', '안되다']",부정
"경찰단속 및 경고덕에 아주 꼼꼼해졌으며, 밤 10시 이후에는 주류는 구매 안되고 공원에서도 마실 수 없다.",6,200,"['경찰', '단속', '경', '고덕', '아주', '꼼꼼하다', '밤', '10시', '이후', '에는', '주류', '는', '구매', '안되다', '공원', '에서도', '말다', '수', '없다']",긍정
호안가 접근도 금지된다.,7,200,"['호안', '접근', '도', '금지', '되다']",부정
엘스 아파트 초입 지하철역 바로 옆에 보이는 CU에서 4캔에 10000원 하는 수제맥주를 사들고 와서 알뜰히 한강즐기기도 추천.,8,200,"['엘스', '아파트', '초입', '지하철역', '옆', '보이다', 'CU', '캔', '10000원', '하다', '수', '맥주', '고', '오다', '알뜰하다', '한강', '즐기다', '기도', '추천']",긍정
아니면 미리 준비해오는 것도 방법.,9,200,"['아니다', '미리', '준비', '해오다', '도', '방법']",부정
최고의 힐링공간입니다,0,201,"['최고', '힐링', '공간', '이다']",긍정
바다같은 한강을 보고 있으면 가슴이 뻥 뚫리죠,1,201,"['바다', '한강', '보고', '가슴', '뻥', '뚫리다']",긍정
휴일에 주차비를 받는게 서민들의 휴식공간을 빼앗는것 같아 아쉬웠어요,2,201,"['휴일', '주', '차비', '받다', '서민', '휴식', '공간', '빼앗다', '아쉽다']",부정
자전거를  타고 한강에갔는데 엉덩이가 너무 아팠다,0,202,"['자전거', '타고', '한강', '가다', '엉덩이', '너무', '아프다']",부정
한적하게 간바람 쐬며 자전거 타고.,0,203,"['한적하다', '간', '바람', '쐬다', '자전거', '타고']",긍정
편의점 즉석라면..,1,203,"['편의점', '즉석', '라면', '..']",긍정
좋아요..,2,203,"['좋다', '..']",긍정
잠실 대교 조명이 넘 아름답죠,0,204,"['잠실', '대교', '조명', '넘다', '아름답다']",긍정
11시에 소등됩니다,1,204,"['11시', '소등', '되다']",긍정
정돈이 잘되어있고 시설들이 풍부합니다.,0,205,"['정돈', '잘', '되어다', '시설', '풍부하다']",긍정
자전거길과 보행길 나눠져있어서 안전한 편입니다.,1,205,"['자전거', '길', '보행', '길', '나눠지다', '안전하다', '편입', '니', '다']",긍정
가끔 좁은 보행길이 있는데 우측통행 안하던가 두사람이 나란히 걸어서 불편할때도 있어요.,2,205,"['가끔', '좁다', '보행', '길이', '우측통행', '안', '하다', '두', '사람', '나란하다', '걸다', '불편하다', '도']",부정
바람이 시원하게 불기도 하지만 그래서인지 모래도 날려서 눈에 달어가기도 합니다.,3,205,"['바람', '시원하다', '불기', '도', '래서', '인지', '모래', '도', '날다', '눈', '달다', '기도', '하다']",긍정
올림픽대로에서 매연이 내려와서 냄새가 자주납니다.,4,205,"['올림픽대로', '매연', '내려오다', '냄새', '자주', '나다']",부정
건강에 별로 좋을것 같진 않네요.,5,205,"['건강', '별로', '좋다', '않다']",부정
자전거 타기 너무 좋아요,0,206,"['자전거', '너무', '좋다']",긍정
"시원한 한강바림과
운동하는 사람과
산책하는 사람들
한강 야경이
너무 좋았습니다",0,207,"['시원하다', '한강', '바림', '\r\n', '운동', '하다', '사람과', '\r\n', '산책', '하다', '사람', '\r\n', '한강', '야경', '\r\n', '너무', '좋다']",긍정
롯데타워와 멀리 남산 타워가 보이는 산책하기 좋은 공원,0,208,"['롯데', '타워', '멀리', '남산', '타워', '보이다', '산책', '하다', '좋다', '공원']",긍정
"갈비가 특히 맛있고
반찬들 굿
된장찌게에  아이들 밥 비벼먹어요 ㅋㅋ",0,209,"['갈비', '특히', '맛있다', '\r\n', '반찬', '굿', '\r\n', '된장', '찌게', '밥', '비비다', '먹다', 'ㅋㅋ']",긍정
후식 냉면도 맛나고 언제나 편하게 외식하는 곳 입니다,1,209,"['후식', '냉면', '도', '맛', '나다', '언제나', '편하다', '외식', '하다', '곳', '이다']",긍정
멋있고 밤에 가면 야경도 멋있어서 만족스럽습니다.,0,210,"['멋있다', '밤', '가면', '야경', '도', '멋있다', '만족스럽다']",긍정
겨울이라서그런지 유람선 선착장도 령업 안하고 을씨년 스러워요,0,211,"['겨울', '이라서', '그렇다', '유람선', '선착장', '도', '령업', '안', '하고', '씨년', '스럽다']",부정
2020.12. 찬 겨울바람을 온 몸으로 느끼며 확 트인 한강을 바라보면서 걷기 좋은 곳.,0,212,"['2020.12', '찬', '겨울', '바람', '온', '몸', '느끼다', '확', '트이다', '한강', '바라보다', '걷기', '좋다', '곳']",긍정
"서울을 관통하며 흐르는 한강 물줄기를 따라 자전거를 타는 사람, 조깅을 하는 사람, 가볍게 산책을 즐기는 사람, 반려동물과 함께 시간을 보내는 사람 등등...",1,212,"['서울', '관통', '하다', '흐르다', '한강', '물줄기', '따르다', '자전거', '사람', '조깅', '하다', '사람', '가볍다', '산책', '즐기다', '사람', '반려동물', '보내다', '사람']",부정
서울 시민에게는 정말로 소중한 공원.,2,212,"['서울', '시민', '에게는', '정말로', '소중하다', '공원']",부정
"화장실 청결하고 주취자도 없고 주차장도
여유있어서 많이들 야경보러 옵니다.",0,213,"['화장실', '청결하다', '주', '취', '도', '없다', '주차장', '도', '\r\n', '여유', '많이', '들다', '야경', '보다', '옵니다']",긍정
GS편의점도 큰편이라 배고플 걱정없어요,1,213,"['GS', '편의점', '도', '크다', '편이', '라', '배고프다', '걱정', '없다']",긍정
야경이 너무 멋진곳입니다.,0,214,"['야경', '너무', '멋지다', '곳', '이다']",긍정
사람이 많았어요.,0,215,"['사람', '많다']",부정
"그늘에 돗자리, 캠핑의자놓고 라면, 엽떡 먹고, 자전거타고 누워 자고~~등등 편했어요.",1,215,"['그늘', '돗자리', '캠핑', '자다', '라면', '엽떡', '먹다', '자전거', '타고', '눕다', '자고', '~~', '편하다']",긍정
자전거도로에서 넘 빨리 앞지르시는 위험한분들이 있어 불편했어요.,2,215,"['자전거', '도로', '넘다', '빨리', '앞', '지르다', '위험하다', '분', '불편하다']",부정
"잠실 선착장 근처 잔디밭에 텐트치고 놀았는데요, 편의시설도 잘 되어있고 자전거 대여도 저렴하고 석양뷰도 아름답고 분리수거도 잘 되어있어서 가족들과 즐거운 시간 보냈습니다",0,216,"['잠실', '선착장', '근처', '잔디밭', '텐트', '치고', '놀다', '편의', '시설', '도', '자다', '되어다', '자전거', '대여', '도', '저렴하다', '석', '양', '뷰', '도', '아름답다', '분리수거', '도', '자다', '되어다', '가족', '즐겁다', '보내다']",긍정
다른 한강보다 사람도 적고 노을예쁘고 좋습니다,0,217,"['한강', '보다', '사람', '도', '적다', '노을', '예쁘다', '좋다']",긍정
언제나 즐거운곳.,0,218,"['언제나', '즐겁다', '곳']",긍정
노을보기 좋은장소.,1,218,"['노을', '보기', '좋다', '장소']",긍정
바이크모임 정라 시작장소 입니다.,2,218,"['바이크', '모임', '정', '라', '시작', '장소', '이다']",긍정
더운 날에 갔는데 생각보다 사람도 적고 바람이 많이 불어서 좋았어요!,0,219,"['덥다', '날', '가다', '생각', '보다', '사람', '도', '적다', '바람', '많이', '불어', '서', '좋다']",긍정
"편의점에서 끓여먹는 라면 2,500원에 판매하고 종류가 많아요!",1,219,"['편의점', '끓이다', '먹다', '라면', '2,500원', '판매', '하고', '종류', '많다']",긍정
계란 500원 추가였어요,2,219,"['계란', '500원', '추다']",부정
얼음물도 따로 판매해요~,3,219,"['얼음', '물', '도', '따로', '판매', '하다']",부정
오후에 느즈막히 앉아서 먹고 노을보니까 너무 좋았어요!!,4,219,"['오후', '느즈막히', '앉다', '먹다', '노을', '보', '니까', '너무', '좋다', '!!']",긍정
위로가 되는 휴식공간 입니다.,0,220,"['위로', '되다', '휴식', '공간', '이다']",부정
현재는 편의점 등의 시설물 수리작업 중으로 인근으로 임시편의점 영업중에 있습니다.,1,220,"['현재', '는', '편의점', '시설', '물', '수리', '작업', '중', '인근', '임시', '편의점', '영업', '중']",긍정
마스크 등 방역 수칙 잘 지켜 잠시라도 힐링 할 수 있는 공간으로 계속 이용할 수 있도록 모두 노력해보자요!,2,220,"['마스크', '방역', '수칙', '자다', '지키다', '라도', '힐링', '하다', '수', '공간', '계속', '이용', '하다', '수', '노력', '해보다']",긍정
한강공원.편의점 라면 좋고 산책좋고 돗자리 깔고 쉬기 좋다.,0,221,"['한강', '공원', '편의점', '라면', '좋다', '산책', '좋다', '돗자리', '깔다', '쉬다', '좋다']",긍정
다만 입마개 안하고 데리고 나온 견주들 많고 올림픽이라도 나갈려는 듯 쌩쌩 달리는 무뇌충 바이커가 많다.,1,221,"['입', '마개', '안', '하고', '데리', '고', '나오다', '견주들', '많다', '올림픽', '이라도', '나가다', '듯', '쌩쌩', '달리다', '무뇌충', '바이', '크다', '많다']",긍정
한적하고 산책하기 좋아요,0,222,"['한적하다', '산책', '하다', '좋다']",긍정
너무예뻐요,0,223,"['너무', '예쁘다']",긍정
벌레 좀많지만 조음,1,223,"['벌레', '많다', '조음']",부정
"요즘 잠실한강공원코스  더 좋은것같습니다,
상쾌한 아침공기 깨끗하고 맑은 한강 흐르는물
바라보며 걷는 기분은 즐거운 하루의 시작입니다^^",0,224,"['요즘', '잠실', '한강', '공원', '코스', '더', '좋다', '\r\n', '상쾌하다', '아침공기', '깨끗하다', '맑은', '한강', '흐르다', '물', '\r\n', '바라보다', '걷다', '기분', '은', '즐겁다', '하루', '시작', '이다', '^^']",긍정
한강은 언제나 좋죠ㅎ,0,225,"['한강', '은', '언제나', '좋다', 'ㅎ']",긍정
러닝하기에 딱 좋음.,0,226,"['러닝', '하다', '좋다']",긍정
시원한 바람과 뻥 뚫린 뷰.,1,226,"['시원하다', '바람', '뻥', '뚫리다', '뷰']",긍정
"다만 단점은 운동 및 산책하는 사람이 너무 많고, 최근 수해로 인해 파손된 부분들이 아직 제대로 보수가 되지 않음.",2,226,"['단점', '은', '운동', '산책', '하다', '사람', '너무', '많다', '최근', '수해', '인하다', '파손', '되다', '부분', '아직', '제대로', '보수', '되다', '않다']",긍정
이랜드 크루즈 야경이 넘 멋져요,0,227,"['이랜드', '크루즈', '야경', '넘다', '멋지다']",긍정
바람이 불어서인지 미세먼지는 예보 보다는 좋음,0,228,"['바람', '불어', '서', '인지', '미세먼지', '는', '예보', '보다는', '좋다']",긍정
"매출대박 뷰대박
사람대박 기분대박
어서와서 라면드세요",0,229,"['매출', '대박', '뷰', '대박', '\r\n', '사람', '대박', '기분', '대박', '\r\n', '어서', '서다', '라면', '들다']",긍정
오랜만에 한강공원나들이 즐거웠습니다.,0,230,"['오랜', '만', '한강', '공원', '나들이', '즐겁다']",긍정
"깨끗하게 관리되어 쓰레기도 없고 화장실도 잘 관리되어 있고, 서울이 언제 이렇게 업그레이드가 됬나 싶네요.",1,230,"['깨끗하다', '관리', '되어다', '쓰레기', '도', '없다', '화장실', '도', '자다', '관리', '되어다', '서울', '이렇게', '업그레이드', '되다', '싶다']",긍정
"일부구간 공사중이나  산책 , 자전거 타기등  좋은 곳임",0,231,"['일부', '구간', '공사', '중', '이나', '산책', '자전거', '타', '기', '좋다', '곳임']",긍정
아이들 놀기 최고.,0,232,"['놀다', '최고']",긍정
뚝섬한강공원 수영장  보다 사람 적은게 좋아요.,1,232,"['뚝섬', '한강', '공원', '수영장', '보다', '사람', '적다', '좋다']",긍정
경관도 한강이 보여서 좋아요.,2,232,"['경관', '도', '한강', '보', '여서', '좋다']",긍정
사람 미어터지는 유수풀.,3,232,"['사람', '밉다', '터지다', '유수풀']",부정
실내풀 다니며 돈쓰는것보다 경제적이고 좋음.,4,232,"['실내', '풀', '다니다', '돈', '쓰다', '경제', '적', '이고', '좋다']",긍정
다람쥐 통 3000원 내고 15분 타는데 물위에서 타니 애들이 신나하네요.,5,232,"['다람쥐', '통', '3000원', '내다', '15분', '물위', '애', '신나다']",긍정
밖에서 수영복 입은채로 간단히 비누샤워하고 집에 빨리와서 다시 씻음 됨..,6,232,"['밖', '수영복', '입다', '채', '간단하다', '비누', '샤워', '하고', '집', '빨리', '오다', '다시', '씻다', '되다', '..']",긍정
날씨맑을때가면 여기만한곳도 없다.,0,233,"['날씨', '맑다', '가면', '기만', '한', '곳도', '없다']",긍정
뷰 맛 짱이네요,0,234,"['뷰', '맛', '짱', '이다']",긍정
한강변을 따라 조성된 공원으로 시설 및 환경은 매우 우수.,0,235,"['한', '강변', '따르다', '조성', '되다', '공원', '시설', '환경', '은', '매우', '우수']",긍정
주말에 사람이 붐벼 한적하지는 않지만 활기가 넘쳐보임.,1,235,"['주말', '사람', '붐비다', '한적하다', '않다', '활기', '넘치다', '보임']",부정
자전거 도로가 산책로와 인접해 있어 조심필요함.,2,235,"['자전거', '도로', '산책로', '인접', '하다', '조심', '필요하다']",긍정
자전거 라이더가 많아 항상 주의가 필요,3,235,"['자전거', '라이더', '많다', '항상', '주의', '필요']",긍정
날 풀리면 바람쐬러 오기 좋다.,0,236,"['날', '풀리다', '바람', '쐬다', '오기', '좋다']",긍정
"저렴한 주차비  탁트인 시야, 편의점,화장실 같은  편의시설이 다 있다.",1,236,"['저렴하다', '주', '차비', '탁트인', '시야', '편의점', '화장실', '편의', '시설', '다']",긍정
한강보며 마시는 맥주는 캬!,2,236,"['한', '강보', '며', '마시다', '맥주', '는', '캬']",긍정
한강 물줄기를 보면서 힐링할수 있는 장소입니다.,0,237,"['한강', '물줄기', '보다', '힐링', '하다', '장소', '이다']",긍정
걷기에 잘 되어있습니다.,1,237,"['걷기', '자다', '되어다']",긍정
서울에서만 볼수있는 한강 .최고예요!,2,237,"['서울', '에서만', '보다', '한강', '최고', '예요']",긍정
자전거도로가 깨진 곳 없이 아주 좋음!!,0,238,"['자전거', '도로', '깨지다', '곳', '없이', '아주', '좋다', '!!']",긍정
벤치와 잔디밭도 적당히 있고 그늘막이 조금 부족함!!,1,238,"['벤치', '잔디밭', '도', '적당하다', '그늘', '막', '부족함', '!!']",긍정
멋진야경 좋아요,0,239,"['멋지다', '야경', '좋다']",긍정
야경이 멋진 곳입니다,0,240,"['야경', '멋지다', '곳', '이다']",긍정
지난 5월4일 다녀왔습니다,0,241,"['지난', '5월', '4일', '다녀오다']",부정
주말엔 거의 난민촌 수준입니다,1,241,"['주말', '엔', '난민', '촌', '수준', '이다']",부정
오후 3~4시 이후엔 텐트를 대여해도 설치 할 곳이 없습니다,2,241,"['오후', '3~4시', '이후', '엔', '텐트', '대여', '하다', '설치', '하다', '곳', '없다']",긍정
5호선 여의나루 지하철 입구부터 북적대고 편의점은 20여미터 줄서서 차례를 기다려야합니다,3,241,"['호선', '여의나루', '지하철', '입구', '북적', '대고', '편의점', '은', '20', '미터', '줄', '서서', '차례', '기다리다', '야하다']",부정
화장실마다 줄 서 있는건 기본입니다,4,241,"['화장실', '마다', '줄', '서다', '기본', '이다']",긍정
오시려면 각오하고 오셔야합니다,5,241,"['오다', '각오', '하고', '오다', '야하다']",부정
다좋은데 화장실안에 모기소굴 ㅜㅜ,0,242,"['다', '좋다', '화장실', '안', '모기', '소굴', 'ㅜㅜ']",긍정
항상 사람은 많지만 산책하기좋아요,0,243,"['항상', '사람', '은', '많다', '산책', '하다', '좋다']",긍정
예전에 라면 먹으러 자주 갔던 곳..,0,244,"['예전', '라면', '먹다', '자주', '가다', '곳', '..']",부정
요즘은 코로나로 인한 취식 금지 때문인지 의자나 정자는 다 사라졌지만 그래도 바람쐬거나 자전거타러 가기 좋은 곳!!,1,244,"['요즘', '은', '코로나', '인하다', '취식', '금지', '때문', '인지', '의자', '정자', '는', '다', '사라지다', '바람', '쐬다', '자전거', '가기', '좋다', '곳', '!!']",긍정
날씨도 선선하고 좋아요,0,245,"['날씨', '도', '선선', '하고', '좋다']",긍정
"한강 유역에서 전망, 라이딩, 휴식하기 좋은 공원입니다.",0,246,"['한강', '유역', '전망', '라이딩', '휴식', '하다', '좋다', '공원', '이다']",긍정
"근처에 살아도 잘 안갓는데 올여름 너무더워서 늦은 시간에 갔는데 운동한 사람도많고, 깨끗하고 강바람이 시원하네요~~",0,247,"['근처', '살다', '자다', '안갓', '늘다', '올여름', '무덥다', '늦다', '가다', '운동', '한', '사람', '도', '많다', '깨끗하다', '강바람', '시원하다', '~~']",긍정
편의점도잇고  컵라면도 많이들 드시네요 ㅋㅋ,1,247,"['편의점', '도', '잇다', '컵라면', '도', '많이', '들다', '들다', 'ㅋㅋ']",긍정
"자전거로 달리는 잠실한강변
지역에 살길 새삼잘했다 느낄수가
있어 좋음",0,248,"['자전거', '달리다', '잠실', '한', '강변', '\r\n', '지역', '살길', '새삼', '잘', '하다', '느끼다', '\r\n', '좋다']",긍정
"근처편의점에 맛볼수있는
즉석 일회용라면맛 최고애요!!",1,248,"['근처', '편의점', '맛보다', '\r\n', '즉석', '일회용', '라면', '맛', '최고', '애', '요', '!!']",긍정
야경및 조녁에 운동하기 좋아요.,0,249,"['야경', '조녁', '운동', '하다', '좋다']",긍정
미세먼지 걷힌 한강은 제주도 부럽지 않음,0,250,"['미세먼지', '걷히다', '한강', '은', '제주도', '부럽다', '않다']",긍정
늘상 사람이 많음,0,251,"['늘', '상', '사람', '많다']",긍정
따릉이 타고 잠실 한강공원  왔어요,0,252,"['따릉', '타고', '잠실', '한강', '공원', '오다']",부정
여름 휴일날 시원한 아침 바람이 좋네요,1,252,"['여름', '휴일', '날', '시원하다', '아침', '바람', '좋다']",긍정
도심속 생활에서 잠시의 여유를 가질수있는 곳...,0,253,"['도심', '속', '생활', '여유', '가지다', '곳']",긍정
친구 가족들과 저렴하게 즐길수있는 장소...,1,253,"['친구', '가족', '저렴하다', '즐기다', '장소']",긍정
"수영장 내에서 텐트도 치고, 편안한 휴식을 즐기기 충분한 곳이에요^^",2,253,"['수영장', '내', '텐트', '도', '치고', '편안하다', '휴식', '즐기다', '충분하다', '곳', '이에요', '^^']",긍정
한강은 언제나 그자리에사 반겨주느......ㄴ...,0,254,"['한강', '은', '언제나', '자리', '반기다', '줄다', '......', 'ㄴ']",부정
벌레많은거빼곤 넘좋더라구요,0,255,"['벌레', '많다', '빼다', '넘다', '좋다']",긍정
밤에보는 잠실대교 이뻤고 우리나라 야경이 아름답다는것을 다시느꼈습니다,1,255,"['밤', '보다', '잠실대교', '이쁘다', '우리나라', '야경', '아름답다', '다시', '느끼다']",긍정
:),2,255,[':)'],긍정
잠실 선착장에서의 야경과 멋진뷰,0,256,"['잠실', '선착장', '에서의', '야경', '멋지다', '뷰']",긍정
"잔디가 넓어서 돗자리 깔고 앉아서 쉴 수 있고, 그늘막 텐트릉 칠 수 있는 장소도 지정 되어 있음..",0,257,"['잔디', '넓다', '돗자리', '깔다', '앉다', '쉬다', '수', '그늘', '막', '텐트', '릉', '수', '장소', '도', '지정', '되어다', '..']",긍정
"조깅/사이클링 트랙도 있어서 운동도 가능하며, 아이들이 놀 수 있는 놀이터도 있음",1,257,"['조깅', '/', '사이클링', '트랙', '도', '운동', '도', '가능하다', '놀', '수', '놀이터', '도']",긍정
"항상  접하는곳이지만
참  좋습니다.",0,258,"['항상', '접', '하다', '곳', '\r\n', '차다', '좋다']",긍정
"각종편의시설등
그런데 금년들어  잠실편의점들이
천막에서 장사를해  보기가 그러내요",1,258,"['종편', '시설', '\r\n', '금년', '들다', '잠실', '편의점', '\r\n', '천막', '장사', '해', '보기', '그렇다']",긍정
인도와 자전거 도로가 분리되어있고 편의점과 화장실도 많다.,0,259,"['인도', '자전거', '도로', '분리', '되어다', '편의점', '화장실', '도', '많다']",부정
주말에 사람이 너무 많아서 사고의 위험도 있어 조심해야한다.,1,259,"['주말', '사람', '너무', '많다', '사고', '위험', '도', '조심하다', '하다']",부정
잠실대교와 철교로 강북쪽으로 건너가기 편하고 지하철도 가깝다.,2,259,"['잠실대교', '철교', '강북', '쪽', '건너가다', '편하다', '지하철도', '가깝다']",긍정
요즘 같은 날씨에는 조금 춥기는 하지만 따뜻하게 입고가면 조용하고 사람들도 많이 없어서 아는 친구나 지인분들하고 가기 괜찮아요!,0,260,"['요즘', '날씨', '에는', '추다', '기다', '따뜻하다', '입다', '조용하다', '사람', '도', '많이', '없다', '알다', '친구', '지인', '분들', '하고', '가기', '괜찮다']",긍정
"쾌적하고 넓은공간 으로
편안한 휴식을 가질수 있는 장소로
이랜드유람선도 이용할수 있습니다",0,261,"['쾌적하다', '넓다', '공간', '\r\n', '편안하다', '휴식', '가지다', '장소', '\r\n', '이랜드', '유람선', '도', '이용', '하다']",긍정
"단지 주변에 넓부러진 쓰레기는
시민의식에 진정성을 보여주는
것이라 생각합니다",1,261,"['주변', '넓다', '부러지다', '쓰레기', '는', '\r\n', '시민', '의식', '진정', '성', '보여주다', '\r\n', '이라', '생각', '하다']",긍정
운동하기 좋아요!,0,262,"['운동', '하다', '좋다']",긍정
무더운 8월에도 시원한바람과 멋있는 야경을 즐기실 수 있습니다.,0,263,"['무덥다', '8월', '에도', '시원하다', '바람', '멋있다', '야경', '즐기다', '수']",긍정
다만 대교들의 라이트가 11시쯤 꺼지니 그전에 가시길 권해드립니다.,1,263,"['대교', '라이트', '11시', '쯤', '꺼지다', '전', '갈다', '권', '해드리다']",긍정
일몰.,0,264,['일몰'],부정
오늘 또 하루가 아쉽게 가네요.,1,264,"['오늘', '하루', '아쉽다', '가다']",부정
어릴적 삼성동이 집이었기에 탄천건너서 어릴적부터 많이 놀던곳이라 언제나 옛추엇이 있던곳 입니다!,0,265,"['어리다', '적', '삼성동', '지다', '탄천', '건너다', '어리다', '적', '많이', '놀다', '곳', '이라', '언제나', '옛', '추', '엇', '이다', '곳', '이다']",긍정
30년전과 큰 변화없이 잘관리 되는 곳입니다!,1,265,"['30년', '전과', '크다', '변화', '없이', '자다', '관리', '되다', '곳', '이다']",부정
