,0
405,산책과 운동을 즐기고 시민들의 쉼터로써 좋구요. 한강과 다리들의 야경도 멋드러져서 좋습니다.
406,날씨 좋은날 가면 공원에서 힐링을 할수 있습니다. 세빗섬 근처로 카페와 푸드트럭이 있고 각종 행사를 하고 있어 볼거리도 있었습니다. 푸드코트와 편의점도 있고 잔디에 그늘막을 치고 여유롭게 있을 수 있어 좋네요. 단 주차장은 여유있는 편이 아니니 일찍가야합니다. 버스정류장에서 걸어서 얼마 안되니 버스타고 가도 될듯.
407,놀기도 좋고 야경이 멋집니다.
408,"한국인, 외국인을 불문하고 꼭 방문하기를 추천드리고 싶은 곳입니다. 서울을 동서로 가로지르고 있는 한강을 바라보며, 주변에 위치하고 있는 많은 시설들과 함께 조화를 이루는 경관을 즐기실 수 있는 곳입니다. 이곳은 낮에도 아름답지만 특히 밤에 열리는 나이트마켓에서 맛있는 음식과 공예제품들을 구입하여 즐기는 경험이 가능합니다.
개인적인 팁을 드리자면, 자전거를 수 시간동안 대여하여 자전거를 타고 강변을 라이딩하거나 구경하는 것을 추천합니다. 자전거는 고속터미널역에서 '따릉이'를 이용하시거나 한강공원에 위치하고 있는 대여소를 이용하시는 것이 바람직합니다."
409,"서울 밤도깨비야시장
시원한 바람과 공연
휴식공간으로 강추!"
410,가족과 함께 서울걷자  패스티벌 참가
411,"시원한 강바람과 함께 요깃거리가 많아서 그 또한 즐겁다.
휴식장소를 더 확보하고 산책로도 좀 더 있었으면 좋겠다.
먹을거리 중에는 일부가 가격이 조금 쎄게 느께지는  부분도 있어서 아쉽다.
전체적으로는 만족^^"
412,항상 예쁜 반포
413,"주차하가 편하고 더운날 시원한 강바람을 즐길수 있는곳.
더불어 다양한 푸드트럭 음식을 접할 수 있음.
세빛섬 안에 편의점이 있어 간단한 먹거리 이용도 가능함."
414,밤도깨비 야시장을 다녀왔는데 사람이 많지만 가볼만 해요.
415,산책로가 만보 걷기 딱 좋은 코스네요~
416,"넓고 다양한 즐길거리가 있는 서울 한강의 공원입니다
반포대교 및 잠수교 옆에 위치하고 있으며 한강의 랜드마크인 인공섬 세빛섬이 있고 자연형성된 서래섬이 있습니다.

세빛섬에는 회의장 및 전시장, 결혼식, 돌잔치, 세미나 등을 할 수 있는 컨벤션 시설과 연회장도 있습니다.
가빛섬은 주로 전시장으로,(커피전문점도 있음) 연결되어 있는 세빛섬은 1층에 파스타 종류와 와인 등을 즐길 수 있는 식당 올라(olla)가 있으며  3층에는 비스타펍 (다이닝 카페)이 있습니다. 비스타펍에는 빔프로젝터와 마이크 시설을 갖춘 20명/10명 내외의 세미나 장소 겸용 공간이 있어 회의와 소규모 강연 등에도 적합하다(코스요리 주문시 인원에 따라 별도 대관료 및 장비사용료 없으나 확인 필요)
예약문의 : 02-537-2440(플로팅아일랜드 컨벤션)

세빛섬 주변 및 건물 외관에는 야간 조명시설이 아름답게 설치되어 있어 야경 명소 이기도 하다. 또한 독특한 수상놀이 기구가 있어 데이트 코스로도 유명하다.

반포한강공원에는 인공섬인 세빛섬 외에 서래섬이 있다. 서래섬은 계절별로 꽃이나 식물을 바꿔 심어 산책하기 좋고 데이트 코스로도 인기이다..

한강공원에는 그늘막텐트와 돗자리 등을 펴고 즐기는 피크닉 인파도 많고, 자전거를 대여하여 즐기는 인파도 많다..

단, 대중교통이 많지 않고, 자차 이용시에도 초행길인 경우에는 진입에 어려움이 있을 수 있다.
(가장 가까운역인 고속터미널역에 내려서 택시를 탈경우 진입로인 잠수교 방면으로 바로 진입을 할 수 없어 크게 우회한 후 진입이 가능하다.. 도보 이용시 20여분 소요)"
417,저녁에도 산책하기.좋아요. 편의점에서 라면도 먹을수 있고. 야경도 멋있네요.
418,야경 분수가 아주 멋있음
419,"세빛섬이 있는 반포 한강공원. 산책하기 좋은 곳입니다. 사진찍을 곳도 많이 연인들이 많이 찾는것 같습니다. 한 바퀴 천천히 돌며 사진 찍다보면  이삼십분정도 걸리는 듯.. 푸드트럭도 있고, 중간 건물에 화장실도 있어 편합니다."
420,"정말 사람도 많고 먹을것도 많고 볼것도 많았다.
토요일에 갔는데 텐트치고 있는사람들 돗자리깔고있는 사람들 아주많았다.   대중교통이용 권하고 텐트도 대여되는걸로 알고있다.
저녁엔 유람선에서 하는 불꽃도 덤으로 볼 수있으니
보길 .야시장에서 저녁도 해결할 수있으니 좋다.
단, 사람들 너무 많고 정신없다.  쓰레기는 잘 치우길 바란다."
421,라면과 함께하는 시원한 강바람. 가끔 나는 은행열매 냄새같은 구린내. 사람도 많고. 엔데믹인가 보다
422,전망이 끝내줘요
423,멋지게 사진 찍을수 있는 포인트가 많이 있습니다.
424,"무료로 텐트나 돗자리 깔고 쉴수 있으며, 공터도 넓어 아이들과 운동도 할수 있어 좋음. 편의점은 하나 있는데 비싸니 도시락은 집에서 챙겨오먼 좋음. 다른 공원 보다 깔끔하고 무엇보다 한강이 보여 맘이 탁 트이는 느낌~"
425,"자전거대여도 가능해서 라이딩하기좋고,  새빛섬도 가까워요. 날씨 좋을때는 텐트치고 있는 사람들이 엄청많네요. 가족단위와 젊은친구들끼리 연인끼리  항상 북적입니다.
겨울에 추워서 한적합니다."
426,"It is a place where many citizens can relax while watching the Han River. On Fridays and Saturdays, we run a night market. Especially on Fridays and Saturdays, traffic is heavy because of night market operation. There is a basketball court and a bike lane. It is a good place to enjoy spring and summer with my family.

한강을 보면서 쉴수 있는 장소로 많은 시민들이 방문하는 곳입니다. 금요일,토요일에는 야시장을 운영을 합니다. 특히 금요일,토요일은 야시장운영으로 인해 교통체증이 심해요. 농구장과 자전거 전용도로가 있어요. 가족과 함께 봄,여름에 여유있게 즐기기 좋은 장소 입니다."
427,먹을거는 갖고오거나 치킨배달시키면됨 너무쾌적해용
428,주말에 실외 운동 모임이 있어서 가봄. 대중교통을 이용했는데 역까지 거리가 조금 있음. 주말 오전에 가면 다양한 모임들이 있고 많은 사람들이 참여함. 고가다리 밑에는 그늘이 있어 인기가 좋음
429,"가족과 연인, 친구들이 함께 보내기 좋은 곳이에요. 텐트 치고 음식 시켜 먹고 놀기 좋아요.  때만 잘 맞춰 가면 야시장도 볼 수 있고."
430,"오후 늦게가면 달빛 분수대의 낭만과 마켓의 활발한 모습이 조화롭게 어울립니다.바로 옆에 위치한 새빛둥둥섬도 조명이 훌륭합니다.
자전거타고 와서 즐기는게 가장 현명한 방법"
431,"날씨 좋은 날 광장에서 야구보며 치맥하는 맛은 여기가 최고임.
주차도 넉넉하고 밤에 반포대교 며 세빛둥둥 야경도 좋고.
자전거 타고 놀기도 좋아요."
432,한강 반포지구는 사랑입니다
433,한강지구 공원 중 정비가 잘 되어있는 곳 중 하나입니다. 텐트이용가능한 잔디공간도 여유롭고 식사나 간식구매할 수 있는 편의시설도 잘 갖춰져있어서 공원이용시 편합니다. 외지인이 많이 방문하는 곳이나 그럼에도 많이 지저분하진 않습니다.
434,"근처에 사는 주민들은 와볼 만 하지만 푸드트럭의 줄은 너무 길어 지친다.ㅠㅠ
토요일 저녁이라 붐비고,  많이 기다렸지만 맛난 길거리음식과 분수쇼  불꽃놀이로 지친 마음을 달랠수 있었다.
공원가는길 편의점에서 돗자리등야외용품을 대여하니 이용해봐도 좋을것 같다."
435,자전거로 운동하기에  좋은것같아요
436,밤에 신책하기 좋아요. 강아지가 많아요.
437,무지개분수와 세빛둥둥섬! 가장 아름다운 한강공원.
438,"여러 한강시민공원들 중 하나.
분수를 대교에서 방사하는 것으로 유명하다. 야경이 더 멋진 곳!"
439,"반포한강공원(盤浦漢江公園)은 한강 르네상스 프로젝트의 첫 번째 결과물로, 반포대교 인근에 설치된 공원이다. 잠수교와 세빛섬, 달빛무지개 분수, 달빛광장과 서래섬, 마리나, 반포수상택시승강장, 피크닉장 등으로 이루어져 있다.
서래섬은 반포 한강 공원에 있는 섬이다. 반포대교와 동작대교 사이에 자리잡고 있으며 1980년대에 올림픽대로 건설 및 한강 종합개발을 하면서 조성한 인공 섬이다. 서래1교와 서래2교 그리고 서래3교가 있으며 반포한강공원과 연결되어 있다."
440,밤에혼자드라이브하다 산책하기좋은곤
441,"잠수교 바로 옆에 앉아 저녁에 분수쇼와 불꽃놀이를 보는건 정말 환상이었습니다.더불어 밤도깨비야시장이 열리고 있어서 맛있는 음식도 먹고, 아이데리고 다시 가볼 생각입니다."
442,한강 산책으로 자주가는 반포대교
443,가족 나들이 좋습니다. 기온이 올라가면 수상 놀이도 할수있고 유명한 한강 편의점 라면도 ㅇㅋ 주차장 접근성이 좋기도 하구요.
444,"분위기 좋다
음식은 so so
석양지기전 방문해야 사진이 잘나온다
노을 보고 야경보며 와인한잔
연인 가족과 함께 하면 좋은 공간이다
어르신들도 매우 좋아하셨다
넓은공간이지만 창가 리버뷰 자리는 이른 시간에 가야 앉을수 있다"
445,지금 방문하기 딱 좋은 날씨예요. 낮이든 밤이든 경치 구경하기 좋아요.
446,좋아요 역시 분수가 아름다움
447,요즘 날씨에 산책하기 딱 좋은장소
448,사람이 많아서 사는대 오래걸리지만 맛있당
449,그늘막텐트 자전거도로 편의점치맥 쉬어가기 좋은 곳입니다. 코로나 전 주말엔 반포대교 아래 푸드트럭이 즐비했었지요.
450,"한강구경하기 좋은 곳입니다.카페도 있고 저렴한 삼각김밥과 라면, 자전거 타기. 잔디에서 짜장이나 치매시켜 먹을 수 있습니다. 밤에는 음악분수대가
낭만적인 환경을 조성합니다"
451,반포대교 아래서 살랑살랑 강바람을 맞으며 마시는 맥주. 한여름 더위를 잠시나마 잊을 수 있습니다.
452,산책하기 좋아요 야경도 예쁘고요
453,추천!
454,사진찍기좋은 곳
455,자전거길이 잘 되어있다
456,"세빛섬에서 차도 마시고, 공원 산책도 하고 좋아요반려견 동반 환경강아지랑 산책하기 좋아요"
457,주말에 복잡해요
458,"야경이 멋진 공원이에요
밤도깨비 야시장이 열리는 날은 먹거리 볼거리도 많아요
다만 주차가 조금 힘드니 대중교통 이용하세요"
459,걷기좋은 데이트하기좋은 평온한장소 애들은시끌시끌
460,"벚꽃 없다...
편의점 비싸니까 왠만하면 사오는거 추천
큰 물이 없어요"
461,돗자리펴고 바람을 쐬는거 좋아요
462,"야경 명소로 검색중 다녀왔는데...
명소까지는 아니어도 볼만했습니다.
다만 일반적인 한강둔치의 산책로, 공원 등이라고 생각하는것이 나을것같네요"
463,"야경이 멋진 한강공원 중 한 군데 입니다. 주변에 서래섬이 있어서 식당과 까페도 있고 편의점도 두 군데 있네요. 그만큼 많은 사람들이 주말에 방문하는 곳이라, 조금은 혼잡하다는 것을 유념하고 오셔야 할 거 같아요. 하지만 한강공원에서 바라보는 야경 특히 여름에 펼쳐지는 분수쇼는 많은 연인들의 데이트코스와 가족 친구들과 함께 추억을 쌓는 장소로 활용됩니다."
464,한강공원도 미국의 센트럴파크 못지 않다
465,"여의도처럼 북적거리지않아서 좋다.
볼거리도 많고"
466,"좋은 장소는 좋은 사람과 함께해야 재 맛이 난다.그렇게 한강 한번을 나가볼려고 하다가 지금 나가보았다 새빛이 영롱하게 비취고 촬영할 장소가 추억에 맞추고 찰칵~~~^^^
그리고 이 시간속에서 잠시 머문 이 사진이 날 부른다. 이리오라고~~~^^
막거리로 줄비하게 서있는 푸드트럭에 불빛이 들어와서 찾아가 보니 이것 저것 많은 음시이 즐비하다.~~~^^^"
467,서울에서 다양한 자연을 만날 수 있는 곳.
468,그늘막 허용존에서 하루종일 먹고마시고 나들이하기 너무나 좋아용
469,산책하기에 매우좋은 곳입니다.
470,"동네 주민이라 곧잘 가곤하는데요, 깨끗하게 정돈도 잘되어있고 요즘 봄이라 자전거, 보드 타시는 분들도 많고요, 텐트 야영하시는 분들도 꽤 많네요. 강바람쐬며 휴식하기 좋아요~~"
471,사촌동생들이랑 아빠랑 같이 치킨도 먹고 놀아서 좋았습니다 ㅎ
472,"근처에 편의시설이 많아 나들이에 좋다.
길도 잘 닦여있고 깔끔하고 쾌적하다.
다만 행사나 기념일에는 사람이 매우 붐빈다."
473,좋아요.아이들과 산책하다 앉을수있는 벤취도많고 그네랑 테이블도있고 나무그늘에 돗자리깔고누워서 하늘도보고 강물보며사색도하고 흐드러지게 핀 장미꽃터널에서 사진도찍고 평의점에서 라면도 먹고~~
474,"아이들이랑 가기 좋아요.
자전거 빌려서 자전거도 타고
놀이기구가 있어서 놀이터에서도 잘 놀았습니다.
아마 평일이라 좀 여유 있었던거같네요"
475,흠! 아주 좋죠. 잠수교 건너서 갈대밭을지나.
476,밤에 분수쑈를 해요!!!
477,한강공원산책 중 반포대교 무지개분수 예뻐요
478,밤에는 좋음 사람도 적당히 있고 쾌적하공
479,"비온뒤라 날씨는 시원하고 조명도 좋았습니다.
단,주차가 너무 불편하였고 오후9시 출차시 요금정산소는 한곳이고 나오는 차량들은 세군데가 넘다보니..한시간 넘게 걸렸습니다..관리하는 직원없이 역으로 오는 차량들도 있었고..대중교통 이용하기 불편한위치이기에 차량이용했으나 출차에 문제가 생길줄이야~~"
480,"관리를 했으면. 텐트에서 문닫고 애정행각을 하는 분들이 많음.
그럴꺼면 차라리 모텔을 가지 왜 공원에서 이러는지 모름. 그리고 제발 마스크좀 쓰자!!!"
481,"6월초라 아직 햇볕이 덜 강하고, 강바람은 시원해서 느긋히 쉬기에는 좋았습니다. 시원한 음료수 한잔 들고 산책이나 의자에 앉아서 쉬기 좋더군요."
482,"서울에 이런 공원이 있었다니... 4, 5년 전에 왔을 때와는 또 다른 멋이 넘치는군요. 세계 어디에 내놓아도 부끄럽지 않은 도심공원이라 자부할 만합니다."
483,나들이하기에 좋고 자전거 타는 사람들이 많이 다니며 야시장을 운영하는 곳이다. 시간을 잘 맞춰가면 잠수교 분수도 볼 수 있다.
484,"닭강정 7천원
블루레몬에이드 4천원
피자 7-8천원

다 맛있고 훌륭했음.

아이 팔찌: 5천원

핸드메이드 소품을 주로 한 장터가 열리는데
특이하고 이쁜것들도 소수 있으나
대개 가격이 너무 비쌈.

자전거타다가 저녁때 한번 둘러보고 아이들과 야식먹기 딱 좋음."
485,"한강공원 중에서 여의도와 함께 가장 많이 찾는 명소가 되어가고 있음. 접근성이 비교적 좋고 세빛섬 때문이기도 하고, 잠수교 덕에 도보, 자전거로 접근하기도 좋고해서 인 듯함"
486,맛은 있는데 양은 적다 데이트코스로 적합
487,"음악회너무감동적이었습니다
무지개보는순간스트레스없어지더라고요"
488,"얼어죽는 줄 알았음. 그러나 르 꼬끄 스포티프 부스가 있어서 좀 따뜻하게 쉬었다 갈 수 있었음. 온실효과를 활용한 둥근 반구형 부스임. 세빛 둥둥섬에 바디프랜드 라운지가 있는데 10분에 2000원(평일) / 2,500원(주말) 이렇게 되어 있었고 메뉴판에 1인 1메뉴 원칙입니다라고 되어 있는데 안마의자를 사용한다면 메뉴를 굳이 주문하지 않아도 됨."
489,"분수 관람하는쪽에 진출입로
더 생기기 전엔 별 다섯개였다.
매주 다니던 공원이었는데 이사후 망원쪽만 다니다 다시 작년에 이사로 이제 다시 반포구나 하고 간만에 방문해보니 내가 기억하던 공원이 아니네?
왜 이런 공원 깎아먹는 공사가 필요했지?
진출입로에 차들도 빨리 다니는데 가이드레일이나 분리대도 없다 미관상 없는거겠지만 미관상이면 이걸 하지 말았어야 했다.
그리고 차들도 꽤 빨리 다니는데 그 공간은 아이들이랑 강아지들이 뛰어다니는 그런 곳 이었는데 이젠 난 매주가던 공원을 그냥 추억으로만 간직하려 함.
그래도 분수는 여전히 볼만하겠죠 저한텐 전혀 메리트 없는거지만 그래도 별 한개는 추가로 줍니다."
490,시원하고 예쁜 서울의 명소
491,치킨 먹으러 갔는데 어지간하면 자리부터 잡고 주문하는게 좋음 특히 주말엔 치킨 사들고 서있어야 하는 경우도 생기니 주의.
492,반포한강공원은 고속버스터미널 즉 센트럴시티에서 가까운 거리로 도심속에서 조금만  벗어나면 바로 한강 을 볼 수 있고 이 공원안에서는 자전거도  탈수있고 텐트도 칠수있고 데이트하기에도 좋은 시민들의 휴식 공간이며 멀리서 보이는 동작대교와 바로 옆의 반포대교(일명 잠수교)가 있고 또한 사진에 나와있는 인공섬이 3개가 있어 문화행사나 결혼식도 할 수있는 자연과 도시가 함께 어우러지는 마음 편히 쉴 수 있는 공간입니다
493,"Great place for refreshing. Night view of Savit floating island with banpo bridge is fabulous.

재충전하기에 정말 좋은장소입니다. 새빛섬과 반포대교의 야경도 훌륭합니다"
494,"운동하기 좋아 저녁에 가보았습니다.
생각외로 많은 사람들이 계시더군요.
운동하는 사람들도 많고... 늦은 시간에도 밝은 조명으로 운동하기도 좋았습니다."
495,"저녁 8시~9시 사이
물레이저쇼가 진행된다
뭐  장관이라할수 있었다
한번은 지나면서 볼만하다"
496,주차가힘들지만~~볼만하네요~~튜브스터티고놀아요~
497,자전거로 라이딩하다가 잠시 쉬는 곳. 쉴수 있도록 쉼터가 마련되어 있어요.
498,좋은 날씨와 한가로운 오후~~~♡
499,가을길목 최고이네요
500,가족 나들이로 좋습니다.
501,"화창한 날씨에 맑은 한강만으로도  일상의 피로를 털어내기에 좋았습니다.
곳곳에 심어진 꽃과 풀들은 소녀 감성을
돋게하였습니다.
특히  고향 산 기슭에서 보았던 마타리를
한강공원에서 만나니
고향 동산을 떠올리게하여 반가웠습니다."
502,새벽에 가서 사진찍고 왔네요 절친괴함께 ㅋㅋㅋ
503,강아지들 데리고 거의 주말마다 가요 :)화장실화장실이 멀지않게 곳곳에 있어서 좋아요… 자세히
504,분위기 좋습니다만 자전거 거기에 수리 맡기지 마세여. 뭐가 고장난지 보는데 10000을 내라고하고 냈더니 못고친다고 합니다 심지어 손님이 말하는데 다리 꼬고 앉아 있는 것 을보니 인성이 쓰레기 입니다
505,자전거맨들 만남의장소
506,"라면맛집? ? 한강에서운치있게  라면과 햄으로 점심먹었어요
편의점쪽주차장이용했어요 넓고 올림픽대로로  진출하기용이해요"
507,"이날씨의 한강은 참 좋은데..
겨우 19시에 텐트를 못치게하다니..
gs로 바뀐 편의점 라면으로 용서가 된다.
한강은 라면먹으러 가는곳이지"
508,"저녁에 보니 생각이 많아지네요
좋습니다."
509,다양한 먹거리들을 경험할 수 있다. 날씨가 덥고 사람이 많은 것이 단점이다. 사람이 너무 많아서 음식을 구매할 때 10~15명 정도는 기다려야 한다.
510,"고속터미널 6번출구에서 걸어가야 빠른길~~
주변에 샛빛섬과 잠수교가 함께 어우러져 산책과 잔디에는 곳곳에 여유를  누리는  가족들이 많아서 좋음
주말에 이곳에 주차하려면 엄청느긋하고  참야한다
길게 늘어선차량과  한강공원에서 교차하는 차들로 인산인해가 되는 때문에"
511,자전거로 남북넘기에 제일 수월합니다. 사람도 자전거도 많으니 주의. 한강공원 중에선 입지나 인프라 관점에서 상위권이지만 그만큼 사람많고 주차도 어렵습니다. 가까운 서래섬도 날 풀리면 좋음.
512,모기가 좀 많았디만 너무 좋아요
513,드라이브로 간단히 다녀오기 좋음. 밤 늦게 가면 차가 없어서 좋음. 편의점이나 공용 화장실이 많아서 잠깐 산책이나 운동하기 좋음
514,"행복하면서도 참 슬픈 곳..
그래서 난 참 한강이 좋다"
515,한강 산책하기 너무 좋은 장소에요! 그런데 여기 반포 한강공원 오실때 이거 하나는 알아두세여. 채빛섬 GS에서는 즉석라면이 안된다는거ㅠ 저도 모르고 왔다가 실망했어요.. 라면을 생각했다면 다른곳으로!
516,즐거운 토요일 저녁~
517,시원한 한강을
518,도심에서의 싱그러운 여유를 푸른 한강과 멋진 빌딩 그리고 즐거운 사람들과 느낄 수 있도록 노오력이 필요해 보이는데
519,야경보기는좋으나 편의시설은부족
520,"저렴하고 알찬 반나절 피크닠
텐트5인용 4시간 12,500원, 1시간 추가마다 3,000원
푸르고 편안한 잔디밭, 싱그러운 한강 바람
자유롭게 뛰노는,앉아서 노는, 누워서 쉬는 사람들

단점, 대중교통으로 올 경우 20-30분 도보로 와야함 ㅜㅠ"
521,야경 굿
522,세월을 낚으러감.  날씨가 좋지 않았으나 사람들도 많고 잠수교 인든에 캐스팅 하기도 좋았다.  작은 주차장도 있으나 사람들이 잘 모르는 듯 싶고 화장실을 못 봤다
523,"야시장, 새빛섬에 볼거리 먹거리가 있고 토요일 8시쯤 불꽃놀이도 보기좋음. 화장실 이용이 불편하고 날파리가 많음"
524,라이딩갔었어요
525,"시원하고 야경이 이쁘고 분수쇼를 볼수있다.
편의시설이 다수 있고, 괜찮은 레스토랑있어 리버파크 뷰를
보면 식사가능 ⭐⭐⭐⭐"
526,"반포대교와 잠수교 남단 반포지구... 대중교통으로 바로접근가능한 한강 수변공원..
인공섬인 새빛섬이있고 5월부터 10월까지는 밤도깨비 야시장이 열리고..반포대교에서 야간 분수쇼도 함..
분수는 우천시 혹은 한강물의 탁도가 높은날은 중단됨"
527,반포사는 동안 사계절 내내  휴식과 힐링 장소로 최고예요
528,원터치 텐트  하나만 가지고 가도  만족할거에요..
529,세빛섬~!!처음와봤는데 조명 너무예뻐서 사진찍기좋음 ᆢ간만에 한강 바람쐬고 좋았음 ᆢ사람별로없고 조용해서 좋은데 일하시는분들은 친절한지는 모르겠음ᆢ1층카페도 3층펍도 친절하지않음
530,금토 도깨비 야시장때 자주감. 해지기 전부터 푸드트럭 음식 사기엔 줄이 너무길것임. 신세계 지하에서 간단히 사가고 8시30분쯤 푸드트럭 줄빠졋을때 2차 안주거리 사면 적당.
531,서울 갈때마다 꼭 들리는 한강공원이에요! 깨끗하고 매일매일 만족하고있습니다 경치도 너무 좋아요!!
532,도심속 여유 공간! 화장실 줄이 너무길다
533,"달빛마켓은 딱 한번 갔는데 일반적인 야시장(?)과 다른점은 없었고, 다만 위치가 위치이니만큼 분위기 있고 좋아요. 반포한강공원은 지금도 자주자주 가는곳입니다."
534,"여름밤에 조금이나마 시원하고 주변 경치도 괜찬고 먹을것도 좀 있고 나름 좋네요. 단, 길은 엄청 막혀요 각오 단디 하시길"
535,너무아름다운공원입니다
536,"서울의 중심에 있는 한강
공원은 겨울을 제외하면 언제나 사람들이 많다
한강을 대표하는 음식은 바로 편의점 라면이다
근처에 편의점이 많은건 좋은점"
537,"여름에 핫플이죠
반포대교 무지개 분수가 이뻐요"
538,진짜좋아요 굳굳
539,소위 말하는 가성비도 안좋고 줄마다 20분은 족히 기다려야되고 가격이 너무비싸다 배부르게 먹고자하면 일인당 2만원은 족히 써야할듯...한번정도는 모를까 두번이상은 안가고싶다.
540,"드라마 촬영부터 영화촬영까지... 데이트, 운동도 하기 좋게 잘 가꿔져있습니다.
뭐니뭐니해도... 무지개 분수에서 시켜먹는 치맥이 일품이죠! 암요"
541,여의도 대비 한적하고 여유로움
542,먹거리 아주좋아요
543,강바람이 있어 좋구요 산책로가 예뻐서 걷기 좋은길이예요 가족이든 연인이든..분위기도 서정적이구요..
544,넓은 한강에서 시원한 맥주와 좋은 친구랑 재밌는 시간을 보냈습니다. 다만 그늘이 부족하고 비둘기가 똥싸는데 보고 토할뻔했습니다
545,노을질때 보면 정~~말 멋있습니다~
546,"친구 결혼식!
View가 아주 좋음!
코로나시대에 사람 겁나 많음!
왠만하면 코로나 종결 후 가시길 ~"
547,강아지와의 산책을 위해 가는 곳입니다.새빛섬에서 차한잔 할수도 있구요.도깨비 시장도 나름 즐겁습니다.손꼽는 산책지랍니다.
548,주차비도 저렴하고 너무 예쁜 곳입니다
549,"불꽃놀이 보기 좋은 장소 였습니다.
가을을 만끽하기 좋았어요."
550,아주 좋습니다. 차만이 아니라 걷거나 자전거로도 접근이 가능하고요. 세빛섬에서 야경을 즐기거나 보트를 탈 수도 있습니다.
551,산책하기는 좋으나 쓰레기 냄새나는 구간 좀 관리했으면 좋겠음.
552,언제나 갈때마다 상쾌하다. 다만 언제부턴가 사람이 넘치고 주차정산소가 부족해 저녁 시간쯤되면 나가는데만 30분이 넘게 걸린다.
553,반포한강공원 행사 있을 때는 잠수교 부근 사람이 매우 붐빕니다. 안내판들이 디자인적으로 예쁘게 더 많아졌으면 좋겠습니다. 그래서 별점 3개 입니다.
554,2018년 크리스마스의 모습니다.
555,너무 더웠다 하지만 자전거 대여나 길이 잘 정비되있고 텐트를 깔아주는 이벤트가 너무 매력적이었다.
556,경치가 아름답지만 주변 오토바이와 자동차들 굉음이 너무 시끄럽습니다.
557,한강구경 ~ 누구랑 하노~ ㅠㅠㅋㅋㅋ
558,"6월부터 주말엔 사람이 많아여, 평일엔 한가하고 정말 좋네여. 월차내고 가족과함께 즐거운 시간 보내세요"
559,"편의점을 중심으로 자전거 쉼터가
잘 구성되어 있고
밤에는 푸드트럭에서
다양한 먹거리를 경험할 수 있습니다."
560,야경보러 갔는데 불법주차된 차량들 때문에 들어갈수도 나갈수도 없었네요 단속이 시급합니다
561,"10월까지 그늘막 텐트 설치 가능. 휴일 힐링의 공간으로 추천. 다만, 차를 가져가면 주차지옥. 새빛둥둥섬 셔틀 이용 추천."
562,사람은 많으나 여의도 도깨비 시장에 비하면 양호한편이라고 함. 도우미의 노고로 분리수거 잘되어있음. 화장실은 조금 불편.
563,"마포대교와 더불어 반포대교 아래의 공원.
연인끼리 데이트하기 정말 좋다.
개인적으로 남단보다는 조용한 북단이 한가롭고 좋음"
564,"언제가도 좋은 한강
휴게 의자, 식수대, 주차시설, 카페, 라이브공연
신설된 자전거 관련 장비 및 휴게시설 등 긍정효과"
565,반포대교 분수 내릴 때 오면 분위기 있고 좋다 ㅎ 다만 음식은 좀 비싸고 대기도 많이 서야 한다 ㅎ 하지만 분위기는 참 좋다 ㅎ 참고로 술은 안 판다
566,내 영혼의 쉼터... 반포 한강 공원
567,해질녁 새빛섬 참 좋습니다
568,"시원한 바람, 돗자리펼수 있는 잔디밭. 가족단위로 즐길수 있는 공간이라 좋아요. 주차공간만 좀더 확보되었으면 하는 바램이네요."
569,한강은 언제나 좋아요. 저 날은 날씨가 좋아서 더 좋내요. 치킨도 생각보다 너무 맛있어서 놀랐어요.
570,"야경이 멋있는 잔잔한 곳입니다.
겨울에는 너무 춥지만, 조명 시설과 포토존을 잘해놔서 구경하고 사진찍을 맛납니다."
571,"금토 줄지은 푸드트럭들과 안쪽 길 따라 늘어선 작은 쇼핑점들...저녁 황금시간대에 인산인해 + 자전거 라이더들과 뒤엉켜 유럽 소도시 크리스마스 마켓을 연상케 하는 울긋불긋 가로수 조명 아래...반포대교 분수쇼와 다리 한켠 원형 무대위 펼쳐지는 젊은이들의 공연들...밤이면 화려한 불빛아래 가로지르는 유람선을 보며 돗자리에 앉아 번잡하지만 퓨전음식 사들고 나름 운치도 즐길 수 있는...다리 밑 길을 건너 세빛섬 빌딩의 조명도 일품이더라. 가족, 연인에게 추천합니다. 어르신들께는 비추 (참고 : 황금시간대 주차는 인내가 필요)"
572,"서울에서 한강안가본 사람 없을듯
이거저거 시켜서 먹기도 좋구
따릉이 자전거타기두 좋다

데이트하기 좋다🙌🏻"
573,운동하기아주좋음 산책도
574,맛있는 푸드트럭과 한강의 조합은 늘 옳습니다 ㅎㅎ 대신 자리가 많이 더러우니 깔고 앉을것은 필수! 화장실도 혼잡하니 물티슈도 필수!
575,라이디코쓰 양평 부터서울한강공원 라이디코쓰  즐거운라이딩이엇씀
576,코로나 때문에 사람이 없을줄 알았는데 주말이라 그런지 사람들이 많이 나와 계시더라구요~ 코로나 얼른 물러가서 맘편히 놀았으면 좋겠어요
577,"강북인 우리집에서 가려면 밤에 26분 걸리지만...
그래도 날풀리면 애들이랑 자주 가보려고 합니다.
완전 사랑해요 밴포~ ㅎㅎ"
578,선선한 밤에 산책하기 좋아요.  반포대교에서 분수 나올땐 볼만합니다
579,아주 이뻐요!!!
580,마스크만 잘 하면   굿^^♡
581,집 앞이라 사계절 걷고 또 걷는 장소입니다 자전거 만보걷기 웨딩 편의점 커피 식사 등등 왠만한 것이 다 있습니다
582,바람 불어서 시원함
583,시원하고 좋네요
