,0
162,"여기는 애기랑 자주 가는데 공기도 좋고 놀 공간도 있어서 상당히 괜찮다.
단 자전거길이 철봉으로 막아져 있지만 자전거의 속도가 빠르니까 건널때 조심해야 한다. 물 공기 잔디밭 주차장 등이 있으므로 자주 간다."
163,밤에 운동하거나 앉아서 놀기좋아요.
164,라이딩 ㆍ런ㆍ쉼하기에 최적화된 곳 중 하나~^^
165,좀 덥지만 쉴 장소로 적합
166,"괜춘, 커피,  가격은 허리위"
167,가을에 생태설명 들으러 가면 아이들 교육에도 좋고 바람 쐬기 좋은 곳
168,사람이 유독 많은 한강고수부지 공원
169,날씨 좋은 날에 자전거타면 최고예요!
170,시원하게 펼쳐진 모래밭에서 잘 놀다가 왔어요👍…
171,"한강의 주하천 남한강의 원류는 강원도 태백산맥 금대봉 정상부 북쪽비탈에서 발원하여 태백시를 지나 양평에서 북한강과 만나 강화해협을 통과 서해로 유입되는 한반도를 동에서 서로 통과하는 국내에서 4번째 길고, 가장 많은 유역면적을 가진 한반도에서 제일 넓고 큰 강이며 남산,북한산과 함께 서울의 3대자연이다.
구간에 따라 남한강, 동강(영월),조양강(정선)으로 불리기도 한다. 서울 통과 구간은 김포시에 설치된 신곡 수중보에 의해 물이 찬 상태에서 일정 수준 이상으로 수위가 유지된다.
한강의 하상계수는 380배가 넘을만큼 높으며 강물유역이 좁은강으로 유명하다.1980년대부터 시작된 한강정비사업을 진행하며 수중보와 넓은 둔치와 한강공원들이 조성됐다."
172,멋진 야경 그리고 통닭에 맥주 한 잔 끋내주는데요...
173,시원한 강물을 보며 넓은 잔디 위에서 산책하기 좋아요
174,"한강을 보며 산책하기에 좋다.
쉼터가 많아 힐링하기에 좋은 공간이다."
175,말모.. 집이랑 가까운거 너무 좋고ㅠㅠ 넓고 최고입니다
176,깨끗하고 좋은데 텐트사용시간이 너무 짧아서 별 하나 뺐어요~
177,가까운 곳이라 종종 방문하여 쉬고 산책하기에 좋음.
178,산책하기 좋은 곳
179,걷고 조깅하고 자전거 타기 아주 좋아요.
180,경치도 좋고 쉬기도 좋고!!
181,역시 서울은 한강공원 한적한 시간에 가야함
182,피크닉하기 좋아요! 근데 비둘기가 많았어요~
183,사람미어터져욧!!! 맥주 한 잔하면 기분은 엄청 좋아지지만 많은 것을 감수해야하는
184,자전거로 운동중   항상 지나가는곳.
185,"모든 한강 공원이 그러하듯 휴식을 취하기 좋다.
여기서는 서쪽 노을을 볼 수 있고 동쪽으로 롯데 타워가 보인다.
바로 앞에 한강에서 즐기는 레져스포츠도 볼 수 있다"
186,산책하거나 운동하면어 야경보기 좋음
187,여의도에 비해 사람도 적고 산책이나 피크닉하기 좋은 곳.
188,"한강의 좋은환경 조성을위하여 최선을 다 하시는 관계자 모든 분들의 노고에 박수를 보내드립니다.거의 매일 운동과 산책을 위하여 방문하면서 '참으로,우리의 한강은 어디에도 비교가 안되는 명소중의 명소로구나!'늘 이런 생각이 가슴에 와 닿지요.다만,아쉬운 점이 있다면,우리 모두가 선조들로부터 잘 받아서 이런 좋은 강을 주변이나 고부지의 어떤 곳도 깨끗하고 정리된 가운데서 잘 이용해야 되는데 일하시는 분들의 노고에 보답을 해드리지 못하고 눈살을 찌푸리게 하는 시민이 종종 눈에 띄어 아래와 같은 점들을 홍보하시어 더욱 빛나는 한강이 되었으면 하는 바램에서 글을 감히 올립니다.늘 수고하시는 모든 분들의 건강과 행운을 기원드립니다. (아래)1.화장실 사용은 깨끗하게(비장애인이 자애인용 화장실 사용하지 않기)2.세면대에 신을 올려서 씻지 않기3.애완동물의 대변은 반드시 준비해온 것으로 치워 가져가기4.자전거는 경기장이 아니므로 적당한 속도로 달려서 사고가 나거나 보행하는 사람들에게 위협이 되지않게 하기"
189,서울시민이 살아가는 이유
190,한두시간 보내기도 좋고 정원도 꾸며놨네요. 튤립이 이쁘게 폈고 아직 꽃 종류가 많지는 않은데 계속 관리하는것같더라구요. 사람도 많고~라이더도 많고~ 주차는 뺑뺑이 좀 돌아야합니다~
191,자전거 도로가 잘 조성되어 있어서 라이더 하기에 매우 좋음
192,산책하기에 좋습니다
193,"양호했던거 같다
사람이 너무많다
티몬으로
사야한다
만약 정가로 사면 후회할것이다"
194,시원한 강바람에 해가지는 석양을 바라볼수있는 아름다운곳이다.
195,아름다운 경치와 시원한 풍경이 있는 곳
196,"자전거 타고 잠수교 건너면 금방 가는 잠실 한강 공원
여기저기서 신기한 거 많이 타고 다니기도 하고
돗자리 피고 즐겁게 노는 사람들 정말 많음
인싸 천국"
197,"한강공원이면 누구나 좋아하는 곳입니다.
다만 자전거로 자전거 길을 다녀보시면 한강의 이곳 저곳을 구경하면서 여유있게 드라이브가 가능해요.
전기자전거로 힘들이지 말고 한강공원의 동쪽 또는 서쪽 말리까지 가보세요. 색다른 재미가 있어요"
198,오랜만에 가족이랑 한강 나들이. 라면이 너무 맛나네요.
199,가을날 맑은 공기와함께 가족 나들이하기 최고에요~
200,"날이 선선해져서 사람들이 많아졌다.
GS편의점 맥주는 낱개판매만. 한맥과 카스 500이 3000원, 그 외 다른 맥주 3800원, 4500원, 5000원. 비싸다.
거기에 회전률이 빠른 건지 생각보다 차갑지 않다. 미성년자 음주구매는 안될거다. 경찰단속 및 경고덕에 아주 꼼꼼해졌으며, 밤 10시 이후에는 주류는 구매 안되고 공원에서도 마실 수 없다. 호안가 접근도 금지된다.
엘스 아파트 초입 지하철역 바로 옆에 보이는 CU에서 4캔에 10000원 하는 수제맥주를 사들고 와서 알뜰히 한강즐기기도 추천.
아니면 미리 준비해오는 것도 방법."
201,"최고의 힐링공간입니다
바다같은 한강을 보고 있으면 가슴이 뻥 뚫리죠
휴일에 주차비를 받는게 서민들의 휴식공간을 빼앗는것 같아 아쉬웠어요"
202,자전거를  타고 한강에갔는데 엉덩이가 너무 아팠다
203,한적하게 간바람 쐬며 자전거 타고. 편의점 즉석라면.. 좋아요..
204,"잠실 대교 조명이 넘 아름답죠
11시에 소등됩니다"
205,정돈이 잘되어있고 시설들이 풍부합니다. 자전거길과 보행길 나눠져있어서 안전한 편입니다. 가끔 좁은 보행길이 있는데 우측통행 안하던가 두사람이 나란히 걸어서 불편할때도 있어요. 바람이 시원하게 불기도 하지만 그래서인지 모래도 날려서 눈에 달어가기도 합니다. 올림픽대로에서 매연이 내려와서 냄새가 자주납니다. 건강에 별로 좋을것 같진 않네요.
206,자전거 타기 너무 좋아요
207,"시원한 한강바림과
운동하는 사람과
산책하는 사람들
한강 야경이
너무 좋았습니다"
208,롯데타워와 멀리 남산 타워가 보이는 산책하기 좋은 공원
209,"갈비가 특히 맛있고
반찬들 굿
된장찌게에  아이들 밥 비벼먹어요 ㅋㅋ
후식 냉면도 맛나고 언제나 편하게 외식하는 곳 입니다"
210,멋있고 밤에 가면 야경도 멋있어서 만족스럽습니다.
211,겨울이라서그런지 유람선 선착장도 령업 안하고 을씨년 스러워요
212,"2020.12. 찬 겨울바람을 온 몸으로 느끼며 확 트인 한강을 바라보면서 걷기 좋은 곳. 서울을 관통하며 흐르는 한강 물줄기를 따라 자전거를 타는 사람, 조깅을 하는 사람, 가볍게 산책을 즐기는 사람, 반려동물과 함께 시간을 보내는 사람 등등... 서울 시민에게는 정말로 소중한 공원."
213,"화장실 청결하고 주취자도 없고 주차장도
여유있어서 많이들 야경보러 옵니다.
GS편의점도 큰편이라 배고플 걱정없어요"
214,야경이 너무 멋진곳입니다.
215,"사람이 많았어요. 그늘에 돗자리, 캠핑의자놓고 라면, 엽떡 먹고, 자전거타고 누워 자고~~등등 편했어요. 자전거도로에서 넘 빨리 앞지르시는 위험한분들이 있어 불편했어요."
216,"잠실 선착장 근처 잔디밭에 텐트치고 놀았는데요, 편의시설도 잘 되어있고 자전거 대여도 저렴하고 석양뷰도 아름답고 분리수거도 잘 되어있어서 가족들과 즐거운 시간 보냈습니다"
217,다른 한강보다 사람도 적고 노을예쁘고 좋습니다
218,언제나 즐거운곳. 노을보기 좋은장소. 바이크모임 정라 시작장소 입니다.
219,"더운 날에 갔는데 생각보다 사람도 적고 바람이 많이 불어서 좋았어요!
편의점에서 끓여먹는 라면 2,500원에 판매하고 종류가 많아요!
계란 500원 추가였어요 얼음물도 따로 판매해요~
오후에 느즈막히 앉아서 먹고 노을보니까 너무 좋았어요!!"
220,위로가 되는 휴식공간 입니다. 현재는 편의점 등의 시설물 수리작업 중으로 인근으로 임시편의점 영업중에 있습니다. 마스크 등 방역 수칙 잘 지켜 잠시라도 힐링 할 수 있는 공간으로 계속 이용할 수 있도록 모두 노력해보자요!
221,한강공원.편의점 라면 좋고 산책좋고 돗자리 깔고 쉬기 좋다.다만 입마개 안하고 데리고 나온 견주들 많고 올림픽이라도 나갈려는 듯 쌩쌩 달리는 무뇌충 바이커가 많다.
222,한적하고 산책하기 좋아요
223,너무예뻐요 벌레 좀많지만 조음
224,"요즘 잠실한강공원코스  더 좋은것같습니다,
상쾌한 아침공기 깨끗하고 맑은 한강 흐르는물
바라보며 걷는 기분은 즐거운 하루의 시작입니다^^"
225,한강은 언제나 좋죠ㅎ
226,"러닝하기에 딱 좋음.
시원한 바람과 뻥 뚫린 뷰.
다만 단점은 운동 및 산책하는 사람이 너무 많고, 최근 수해로 인해 파손된 부분들이 아직 제대로 보수가 되지 않음."
227,이랜드 크루즈 야경이 넘 멋져요
228,바람이 불어서인지 미세먼지는 예보 보다는 좋음
229,"매출대박 뷰대박
사람대박 기분대박
어서와서 라면드세요"
230,"오랜만에 한강공원나들이 즐거웠습니다.
깨끗하게 관리되어 쓰레기도 없고 화장실도 잘 관리되어 있고, 서울이 언제 이렇게 업그레이드가 됬나 싶네요."
231,"일부구간 공사중이나  산책 , 자전거 타기등  좋은 곳임"
232,아이들 놀기 최고. 뚝섬한강공원 수영장  보다 사람 적은게 좋아요. 경관도 한강이 보여서 좋아요. 사람 미어터지는 유수풀. 실내풀 다니며 돈쓰는것보다 경제적이고 좋음.  다람쥐 통 3000원 내고 15분 타는데 물위에서 타니 애들이 신나하네요.밖에서 수영복 입은채로 간단히 비누샤워하고 집에 빨리와서 다시 씻음 됨..
233,날씨맑을때가면 여기만한곳도 없다.
234,뷰 맛 짱이네요
235,한강변을 따라 조성된 공원으로 시설 및 환경은 매우 우수. 주말에 사람이 붐벼 한적하지는 않지만 활기가 넘쳐보임. 자전거 도로가 산책로와 인접해 있어 조심필요함. 자전거 라이더가 많아 항상 주의가 필요
236,"날 풀리면 바람쐬러 오기 좋다. 저렴한 주차비  탁트인 시야, 편의점,화장실 같은  편의시설이 다 있다. 한강보며 마시는 맥주는 캬!"
237,한강 물줄기를 보면서 힐링할수 있는 장소입니다.걷기에 잘 되어있습니다. 서울에서만 볼수있는 한강 .최고예요!
238,자전거도로가 깨진 곳 없이 아주 좋음!! 벤치와 잔디밭도 적당히 있고 그늘막이 조금 부족함!!
239,멋진야경 좋아요
240,야경이 멋진 곳입니다
241,지난 5월4일 다녀왔습니다 주말엔 거의 난민촌 수준입니다 오후 3~4시 이후엔 텐트를 대여해도 설치 할 곳이 없습니다 5호선 여의나루 지하철 입구부터 북적대고 편의점은 20여미터 줄서서 차례를 기다려야합니다 화장실마다 줄 서 있는건 기본입니다 오시려면 각오하고 오셔야합니다
242,다좋은데 화장실안에 모기소굴 ㅜㅜ
243,항상 사람은 많지만 산책하기좋아요
244,예전에 라면 먹으러 자주 갔던 곳.. 요즘은 코로나로 인한 취식 금지 때문인지 의자나 정자는 다 사라졌지만 그래도 바람쐬거나 자전거타러 가기 좋은 곳!!
245,날씨도 선선하고 좋아요
246,"한강 유역에서 전망, 라이딩, 휴식하기 좋은 공원입니다."
247,"근처에 살아도 잘 안갓는데 올여름 너무더워서 늦은 시간에 갔는데 운동한 사람도많고, 깨끗하고 강바람이 시원하네요~~편의점도잇고  컵라면도 많이들 드시네요 ㅋㅋ"
248,"자전거로 달리는 잠실한강변
지역에 살길 새삼잘했다 느낄수가
있어 좋음 근처편의점에 맛볼수있는
즉석 일회용라면맛 최고애요!!"
249,야경및 조녁에 운동하기 좋아요.
250,미세먼지 걷힌 한강은 제주도 부럽지 않음
251,늘상 사람이 많음
252,"따릉이 타고 잠실 한강공원  왔어요
여름 휴일날 시원한 아침 바람이 좋네요"
253,"도심속 생활에서 잠시의 여유를 가질수있는 곳...
친구 가족들과 저렴하게 즐길수있는 장소...
수영장 내에서 텐트도 치고, 편안한 휴식을 즐기기 충분한 곳이에요^^"
254,한강은 언제나 그자리에사 반겨주느......ㄴ...
255,"벌레많은거빼곤 넘좋더라구요
밤에보는 잠실대교 이뻤고 우리나라 야경이 아름답다는것을 다시느꼈습니다 :)"
256,잠실 선착장에서의 야경과 멋진뷰
257,"잔디가 넓어서 돗자리 깔고 앉아서 쉴 수 있고, 그늘막 텐트릉 칠 수 있는 장소도 지정 되어 있음.. 조깅/사이클링 트랙도 있어서 운동도 가능하며, 아이들이 놀 수 있는 놀이터도 있음"
258,"항상  접하는곳이지만
참  좋습니다.  각종편의시설등
그런데 금년들어  잠실편의점들이
천막에서 장사를해  보기가 그러내요"
259,인도와 자전거 도로가 분리되어있고 편의점과 화장실도 많다. 주말에 사람이 너무 많아서 사고의 위험도 있어 조심해야한다. 잠실대교와 철교로 강북쪽으로 건너가기 편하고 지하철도 가깝다.
260,요즘 같은 날씨에는 조금 춥기는 하지만 따뜻하게 입고가면 조용하고 사람들도 많이 없어서 아는 친구나 지인분들하고 가기 괜찮아요!
261,"쾌적하고 넓은공간 으로
편안한 휴식을 가질수 있는 장소로
이랜드유람선도 이용할수 있습니다
단지 주변에 넓부러진 쓰레기는
시민의식에 진정성을 보여주는
것이라 생각합니다"
262,운동하기 좋아요!
263,무더운 8월에도 시원한바람과 멋있는 야경을 즐기실 수 있습니다.다만 대교들의 라이트가 11시쯤 꺼지니 그전에 가시길 권해드립니다.
264,일몰. 오늘 또 하루가 아쉽게 가네요.
265,어릴적 삼성동이 집이었기에 탄천건너서 어릴적부터 많이 놀던곳이라 언제나 옛추엇이 있던곳 입니다! 30년전과 큰 변화없이 잘관리 되는 곳입니다! 여름에 치맥 먹기 좋은곳입 니다!
266,서울시민에게 최고의 쉼터! 돗자리 깔고 그늘막에서 맥주한잔에 치킨배달시켜먹으면 그야말로 지상낙원입니다. 그늘막 설치 구간도 있어서 가져오시면 더욱 편리하구요. 배달의 민족답게 엄청난것들이 배달됩니다. 다들 한강으로 오세요!!
267,산책하기 좋은곳이에요. 사람이 많지 않아서 북적이지가 않고 여유있게 운동할수있어서 좋은것 같아요.
268,인근 지하철역에서 조금 걷기는 하지만 길이 나쁘지 않고 공원 내 편의점도 많고 쉴 곳도 많아 좋아요
269,건물에 반사된 노을빛 보고가세요
270,아이와 자전거타기 좋은 곳
271,"잉여롭고 화장실많고 편의점도 비교적 가깝다.
반포,잠원, 여의도같은곳보다 더 조용해서 평화롭지만 자전거족이 좀 많으니 길건널땐 조심해야함"
272,텐트×. 돗자리o. 21년 5월 현재 5인이상 집합금지에요. 매점있고 화장실있어요. 그늘이 많이없어요. 햇빛강할땐 너무 더워요.
273,"정말로 좋은 곳으로 앞으로도 탄천 주차장이 변신하면 최고의 명소로 손색이 없다고 봅니다
외국인들도 아주 좋아 하는 장소 입니다"
274,강 기슭에 계단대신 바위등을 설치해서 강물 엽ㅇ까지 접근가능.
275,"깨끗하고, 경치가 좋습니다"
276,…. 하루살이와.. 앞에 공사하규 있어서 한강 1도 못 봄여 ..^^ 그냥 추억으로 생각하고있어용
277,"다음엔 저녁에 치킨이나 족보쌈 시켜서 먹고싶어요. 날이 선선해서 사람들이 많이 나왔더라구요 ㅋㅋ  편의점라면도 완전 별미였음!!
그래도 여의도나 망원지구보단 뷰나 분위기는 떨어지는듯.."
278,"새벽에 한강라면이 먹고싶어 왔다.
편의점은 24시인곳은 gs 3곳 중한곳뿐이니 새벽에 간다면 잘확인해서 가는게 좋을 것.
4시쯤되니 직원이 2시간동안 물류정리로 자리비운다고 갑자기 쪽지붙이고 사라졌다. 이럴거면 24시라고 하지 않는것이 맞다고 본다."
279,라이딩 자주합니다.화장실 관리 와 길 정리 잘하는 편입니다.잔차! 도로는 검정 아스팔트 가 제일좋습니다.
280,한강공원은 서울사는 시민의 큰 특권이라고 생각됩니다. 공기만 좋다면 봄부터 가을까지 나들이 장소로 이만한곳도 없지요
281,"연휴를 맞아 많은분들이 한강변을찿았읍니다. 자전거 타는사람 가족 손잡고 노을을 벗삼아 거니는사람, 젊음이 넘쳐나는 생기있는 강변 넘 멋스럽습니다."
282,여유로운 느낌의 한강시민공원!
283,"날씨도 좋고 거리도 좋고
사람이 좀 많았지만 다들 거리두기 실천하며
생각보다 좋은시간 보내고 왔네요"
284,BTS RM숲이 있어 방문하였음
285,"그늘막 허용 구간에서 피크닉 즐기기에 좋습니다
화장실도 비교적 괜찮고 쓰레기 버릴곳도 있고
조금만 걸어가면 편의점도 있습니다
편의점 라면은 정말 맛있지요"
286,한강공원중 뷰로서 최고는 잠실한강공원이라 생각합니다. 가장 폭도 넓고 특히 잠실대교에서 청담대교를 바라보는 방향은 남산타워와 삼성아이파크 코엑스등 조명뷰도 좋고 특히 노을 질때의 뷰가 너무 아름답습니다. 뒤로는 월드타워와 달빛의 콜라보가 예술이고요. 축복받은  동네인듯..
287,자전거타는 사람들이 정말 많아서 걷기에는 좀 힘들었어요. 편의점이나 그런 시설들도 거의 없더라구요. 풍경은 너무 좋았어요.
288,차로는 접근이 쉽지만 도보로는 한참 걸어서 지하터널을 통해 나가야만 아파트단지에 도달할 수 있다. 한적한 편이라 여유를 즐길 수 있다
289,"한강공원변 운동 하는 믾은 사람들,잠들지 않는 수도 다웠습니다"
290,송파잠실지역 주민은 물론 시민들에게 인기있는 휴식및 다양한 운동을 즐길수 있는 공원
291,미세먼지가 없는 가을날 나오게 되면 좋습니다. 편의점 끓인 라면과 진리의 치맥! 나들이나오기 좋아요~
292,"자유로운 한강 ❤️ 아름다운 한강  ❤️
즐거움과 여유가 함께 하는 이곳

아직도 몇몇 몰지각한 분들이 흡연 하는 걸 볼수 있어염 ㅜ   지양해주시길 부탁드립니다

어린이와  어른들이  함께 즐거운 환경을 만들어 주세요 ^^❤️🥰"
293,나들이 후 편의점 뽀글이 라면이 생각난다면 꼭 추천^^ 사랑하는 그녀와 같던.. 지금은 내마음의 안식처와도 같은 곳..
294,"간단한 간식을 준비하면 매우 좋을 듯, 저는 마나님과 한강을 바라보며 맛난 족발을 함께~^^"
295,"오호라 잠실주공5단지 아파뜨 재개발에 힘입은건지는 모르겠으나 주공5단지에서도 한강공원에 5분에서 15분 사이에 도달하게 해주는 7과 4분의 3 게이트가 열렸다리
아직 미완이지만 전에 빼~~~~~~~~앵 돌아간것보다는 난 너하나면된다리
탁트힌 한강 보면서 잠시 숨돌릴수 있는 도시인의
갬성 충전소 더 한 리버 파크로 모두오세요!!!"
296,나무그늘 아래 잠시 쉬어가는 여름
297,자전거 타고가서 라면 끓여먹는 재미
298,평일 저녁에 가면 왠 아저씨가 잠실 선착장 옆에 자리깔고 키보드질해서 시끄럽다.  다른 한강공원에 비해 좋지도 나쁘지도 않다. 한강에 가까운데 산다면 어디든 가까운 한강공원으로 가면 되고 멀리서 일부러 한강을 보러 온다면 여기보다는 볼거리가 많은 반포 한강공원을 추천한다.
299,서울의 한강공원.
300,다른한강공원에 비해 규모는 작지만 아기자기한 곳
301,"쾌적하고 편리합니다
다만 자전거 도로에서 보행자와 서로 조심해야 합니다"
302,잠실 거주민들에게 가까운 휴식공간입니다. 넓은 잔디밭은 좋으나 어린이를 위한 놀이공간이 부족한 것이 단점이지요
303,한강 유람선 선착장이 있는 공원입니다. 편의점과 화장실 아이들이 놀수 있는 놀이터가 있습니다. 선착장 옆에는 수상 레져 스포츠 장비를 대여해주는 곳이 있고 오리배를 탈 수 도 있습니다. 편의점 근처에 자전거 대여점이 있어서 아이들과 함께 자전거를 탈 수 있으며 맥주와 치킨을 즐길 수있는 가게도 있습니다
304,"세계 여러곳을 가봐도 서울같은 대도시에 한강같은 큰 강을 가지고 있는 도시는 몇 곳 없다
피크닉을 와서 한강을 보며 친구들과 어울릴 수 있는 공간이 있는 우리 한국사람들은 참 운이 좋은거죠. 그리고 한강을 끼고 자전거를 탈 수 도 있으니 이건 금상첨화죠"
305,항상 편의점 맥주가 안시원했었는데 올해부터 냉장고가 아니라 얼음담긴 큰 기계안에 넣어서 시원하게 해주더라구요
306,그냥 걷기는 조금좋아요. 여기 더기 공사중이고. 이직은 장마 뒤끝이라 아쉬움이 컸어요
307,"형하고 해질무렵 치킨 먹었는데 아직 바람불면 쌀쌀해요.
가슴이 뻥 뚤리는 것 같은 공간에서 천사같은 사람들이 돌아다니는 것을 보니 기분이 좋습니다."
308,날씨가 화창함으로 많은 시만들이 운동하고 있고 고수부지 및 주변들판에서는 봄나물캐는 시민들도 있어 한가로운 봄나들이 휴식처로 자리잡은 장소이다
309,아빠와 큰아빠와 자전거를 탔다
310,"시원한 강바람, 따뜻한 햇빛이 비추는 넓은 잔디밭, 기운차게 흐르는 강물, 운동하며 휴일 즐기기에 정말 좋앗습니다"
311,"겨울 잠실 한강 공원은 찬 바람이 씽씽 분다. 그래서 공원 주차장 차안에서 팝송 등 음악을 듣는 게, 즐기는한 가지 방법이다
한 강 공원과 맞는 편 밤 하늘과 아파트,오른 쪽 롯데타워가 파노라마처럼 아름답게 펼쳐진다."
312,선착장 앞이 가장 배달해주시는 분들과 소통하기 편합니다. 자전거 쌩쌩 타는 분들이 많으니 자전거 도로 지나갈때는 조심해야 해요
313,"벌레가 좀 많고, 사람들때문인지 편의점 근처는 깨끗한 느낌은 아니였습니다. 지하철에서 먼게 별로였습니다. 그러나 야경은 좋았습니다."
314,용인에서 자전거로 잠실 한강공원까지 다녀 왔습니다.  거리는 왕복 70km 정도 됩니다.  운동하러 나온 사람들로 북적이는 곳입니다.
315,잠실에 자기 텐트가 있다면 강 추 합니다.
316,비온뒤라 물이 많았어요
317,"아이들과 바람쐬고 왔네요~^^
편의점 라면 사서 먹으니 따땃하니 좋아요~ㅋ"
318,"넓진 안은데 대체로 텐트매너가 좋은듯..
가끔 개들을 위한 공간인가 착각드는 주인들 있는건만 아쉬움..에리어 구별필요한듯"
319,"산책, 운동, 쉬러 가기 좋아요. 수영장, 편의점, 자동차극장 등 다양한 시설도 있습니다. 늘 사람도 많아 분위기도 여유롭고 좋은 곳."
320,오랫만에.  한강수변에서 낚시도 가능한곳이다..이제 그늘막도 할수 있네.. 뭘 먹으면 않되지만 우아하게 와인한잔 했네..사진은 못올림..ㅋㅋ
321,말해뭐합니까 최고
322,가슴이 탁 트인다.
323,퇴사 후 산책. 후 머먹고살까.
324,저녁 나들이 하기 좋은 곳
325,"미화원의청소는,수시로해야되고.
버리는사람이문제며,교육필요.
쓰레기함이적소에있어좋고,,,,
서로,사람이,자연환경오염의식이절대부족.
교육.교육,,,,"
326,더운 여름을시원하게 보낼수 있는 곳입니다 낮보다 밤이 더 좋은 곳 ~ 야외에서 먹는 라면 또한 하나의 소확행입니다
327,"경관은좋은데시설이열악합니다
그리고편의시설도화장실역시필요합니다?"
328,다들 아시듯이 걷거나 활동적인 데이트를 하기에 좋습니다. 매력적인 공간입니다 날씨가 좋아졌으면 좋겠네요
329,"간단하게 맥주 한잔 하기 좋습니다
다만 주변에 버려진 쓰레기들이 많습니다
자신이 먹은 자리는 께끗하게 정리하는 문화시민이 됩시다"
330,"어두운 곳들이 좀 있는데
위험할 수 있으니 개선이 필요합니다"
331,주말엔 차 댈곳이 적음. 한강공원이 다 비슷하지만   잠실은 종합운동잠이 주변에 있어서 야구나 공연 있는 날엔 막힐때가 더 많음 .
332,애들 데리고 나오기도 좋고 산책 코스도 반포대교넘어 동작대교를 가든 한남대교 지나서 가든 다 만족스러운 산책길이다
333,"산책, 자전거 타기에 좋습니다."
334,봄 여름 가을철 야외활동으로 최적
335,20대의 추억이 잇는곳....
336,"걸어서 들어가기 진짜 심이 듦... 글코 차 몰고 한강 공원 간 년놈들이 게서 왜 술을 쳐 마시는데..?

걍 강물로 쳐들어가서 숨 쉬지마라들..."
337,경치가 좋아요
338,러닝하기 딱 좋아요
339,맨허튼 야경이 부럽지 않습니다~^^
340,"낮보다 밤 추찬
잠실 선상 카페에서 커피 한 잔하며
한강과 빌딩의 빛 어울림을 감상하며 하루의 피로를 풀 수 있는 곳
잠시 소소한 망중한을 즐기는 분께 추천
(좀 늦게 가시라~)"
341,"주차장 가까운 한강변이라 소풍 놀이에 좋아요
지인과 오랫만에. 소풍 기분 냈어요 마무히는 편의점 아메리카노로"
342,요즘은 코로나 때문에 자주 못가지만 오늘 다녀왔는데 아직도 아련함이 있네요. .
343,바람은선선하고 시원하며 햇빛도 적당히 들어서 날이 너무 좋았다. 거기에 다른한강공원보다 사람들이 적어서 여유를즐기기 너무 좋았다.
344,자전거 타다 쉬어가기 좋은 곳~
345,"거의 대부분의 사람들이 밤의 피서지 및 운동의 장소로 애용하는 곳입니다
강 바람이 블어와서 한 낮의 지열을 완전히 식혀줘서, 걷기 운동을 해도 거의 땀이 나지 않는 기분좋은 장소입니다"
346,서울에 한강이 있다는 건 정말 큰 행운입니다. 여러 한강공원 중에도 규모면에서는 잠실이 절대 안 빠지죠.
347,"접근성은 좋지 않으나, 차량이 있다면 가기 좋습니다. 주차는 다른 한강공원가 비교해서 널널한 편인 것 같습니다."
348,차 갖고 드라이브 가기 좋아요. 사람 많고 배달음식 거리도 많아요
349,"공사을너무만이하는거같네요  자연그대로 도로만한번식 정검해주시고
공사차랑들어오지몾하게하세요"
350,잘 조성된 공원이어서 봄과 가을에 돗자리깔고 놀면 좋다. 여름엔 덥고 벌레가 많다.
351,여러가지 꽃을 잘 가꾸었네요
352,한강에서 물놀이 체험을 해보는 것도 좋아보임
353,강아지랑 산책해요
354,"추워지기 전에 시원한 강바람 맞으면서
아이와 와이프와 자전거도 타고 좋았어요."
355,"잠실 편의점 사람은 많으나... 먹을 거리 풍부 함.
주위에 아이들이 많이 뛰어 놀고 있으므로 주의가 필요함."
356,청소하시는분들이 친절해요
357,더움 그와중 시원함 주차는 30분 1000원 그담부터 10분에 200원  최대 1만원
358,밤하늘 별이 가장 잘 보이는곳
359,"자전거길, 자전거 대여는 좋은데
라면끓이는곳은 너무 비위생적 이네요"
360,"요즘 공기 맑고 하늘 높고 바람 시원하고 사람들도 많지않고, 화장실 깨끗하고 정말 최고입니다 스트레스 확 풀립니다"
361,"아직은 코로나 때문인지 열린게 음식점과 편의점밖에 없었지만, 공사중인 수영장이 완성되면 여름엔 볼만할듯."
362,사람들이 잘 안가서 더 좋네요. 탄천과 만나는곳 꼭 가보세요 강추
363,주차장 주차비용이 너무 많아요 ㆍ하루주차 비용이 10.000원이면 비싸요ㆍ시민의 모두에 공원 인데 ᆢ
364,작년까지 그늘막 텐트 무슨 난민들처럼 설치하고 난리 나더니...이제 설치지역 이외는 범칙금 100만원 훨씬 좋아졌다
365,"자전거 나들이하기 좋아요...
근데 날씨가 좋으면 자전거 타는 사람이 너무 많으니 안전에 유의해야합니다.."
366,"주차비 싸서 커피마시러감
사람들 미친듯 개많음 코로나
풀렸으니 자유를 만끽하고싶은 사람들 ㅎ"
367,쉬거나 운동하기 좋고 가까운 곳에 편의점도 있어 편리하고 경치도 좋은 힐링장소
368,항상 조용하고 깔끔한 이곳
369,해 질녁 선선한 저녁 한강변에서 산책은 정말 좋아요 가족과함께 꼭 가보세요
370,19개월 된 여자아이인데 유람선을 괴장히좋아하네요. 노래까지 라이브로 잘불러주셔서 좋았습니다^^
371,사진만 보셔도 아시겠죠?
372,생각이 많은날 사람들이 운동하는 모습이나 한가롭게 시간을 보내는 모습을보고 바람을 느끼며 하루의 마무리를 하기전 시간을 보내기에 좋은 장소이다
